qid,label_en,editor_uuid,editor,editor_stated_as,editor_series_ordinal,editor_ref1_hash,editor_ref1_referenceUrl,editor_ref1_stated_in,editor_ref1_retrieved_nodeId,editor_ref1_retrieved_val,editor_ref1_retrieved_prec
Q115681985,Tradition et Théologie dans l'Ancien Testament,1911739C-F783-49D9-B31A-86463965F173,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,ad4d9847-85a1-4f5f-9c90-89c9e95e80a3,2022-12-12T00:00:00Z,11
Q115682374,Tradition and theology in the Old Testament,BC46624E-F01E-462D-AE67-5217C68B1A30,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,4ae10336-54e3-4135-8797-c42217c75f27,2022-12-12T00:00:00Z,11
Q115682375,The Hebrew Bible and its modern interpreters,DCEBD273-5BA0-4123-9BBB-D2D7A92C2313,Q87480821,Douglas A Knight,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,c6baeafa-9147-4a91-aada-4c406c4fe13d,2022-12-12T00:00:00Z,11
Q115682375,The Hebrew Bible and its modern interpreters,546E6F52-2082-44F5-83AF-BAB3807FC523,Q61482585,Gene M Tucker,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,60a0c087-fc92-4e36-96df-e6189fb1d90d,2022-12-12T00:00:00Z,11
Q115682386,A feminist companion to the New Testament Apocrypha,2D3628ED-58E7-4379-8082-1101745B7140,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,fe19922a-2f8c-4ed3-97a4-f9e0825a2f85,2022-12-12T00:00:00Z,11
Q115682387,A feminist companion to the Catholic Epistles and Hebrews,9F0FBF3C-7A27-427B-8E4A-FBF051A0D7A5,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1153fdf1-f21c-44ce-b2ca-e403045941a1,2022-12-12T00:00:00Z,11
Q115682388,A feminist companion to the Acts of the Apostles,654ABC12-9AA6-4E8B-84EE-5870263DD857,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,58f2d4e6-a094-485c-9972-786e2b33c725,2022-12-12T00:00:00Z,11
Q115682389,A feminist companion to Paul,D790EEFD-8BAD-4B6B-B5F4-53916B74B570,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,25aa9f94-b074-4170-b4c7-3d339ac84540,2022-12-12T00:00:00Z,11
Q115682390,A feminist companion to Mark,163ABDC7-6A78-44E0-93CF-9C84A8A9C4D4,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,c2f60370-3879-4ebc-b136-8d3e4db6de0a,2022-12-12T00:00:00Z,11
Q115682391,The Jewish annotated New Testament : New Revised Standard Version Bible translation,E20E21DD-5548-450A-ACE2-54EC0A1D9AD5,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,6c5e7efd-94e8-40bc-ade6-c094f84dc29b,2022-12-12T00:00:00Z,11
Q115682391,The Jewish annotated New Testament : New Revised Standard Version Bible translation,C1851465-037E-44B9-8D38-69F41C1D6F6C,Q6755973,Marc Zvi Brettler,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,29f5da05-7d72-4ca3-adac-f6143f5a2017,2022-12-12T00:00:00Z,11
Q115682417,A feminist companion to Mariology,FA4C2146-5D2D-4461-AE3C-607CF0C8FB6B,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,d41336c0-0bc9-42cb-9855-c3fccdd598c6,2022-12-12T00:00:00Z,11
Q115682418,A feminist companion to John,4A2FC581-39A0-48A9-B7EB-EC82CB9E66CE,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1696342b-0628-45dc-b001-1a86a52a6bbe,2022-12-12T00:00:00Z,11
Q115682420,The Jewish annotated New Testament:  New Revised Standard Version Bible translation,0771098C-199F-470C-AEEB-865510A972FF,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,e6b7d6b9-8c7d-466a-95c2-67625e3d0582,2022-12-12T00:00:00Z,11
Q115682420,The Jewish annotated New Testament:  New Revised Standard Version Bible translation,619DC51E-1E89-439D-941F-0CA2B994F416,Q6755973,Marc Zvi Brettler,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,92da07a0-30ee-49ac-8912-8d77410cda74,2022-12-12T00:00:00Z,11
Q115682422,A feminist companion to Matthew,AACC19F8-4A00-47EE-B5D0-FF8F526D3536,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,f1462e3d-9473-45b8-8869-4605e0e014c5,2022-12-12T00:00:00Z,11
Q115682522,"The Earth Moved: Jesus, Sex, and Eschatology",C58D4C04-B3BB-44FC-90F7-072CB0A8D06E,Q4119137,John S Kloppenborg,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,778d568a-1297-4b74-a93f-154555ba6bf5,2022-12-12T00:00:00Z,11
Q115682522,"The Earth Moved: Jesus, Sex, and Eschatology",7FEAF503-13E1-4D6F-8FFD-3302A1403116,Q86836030,John W Marshall,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,d7ea5a67-c981-463a-bcb7-b8c317745719,2022-12-12T00:00:00Z,11
Q115683707,"Religious writings and religious systems : systemic analysis of holy books in Christianity, Islam, Buddhism, Greco-Roman religions, ancient Israel, and Judaism",A204559F-60E5-4A81-BC8A-CF8B87E2B8D4,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,3a985f8c-d81a-4b18-8a58-52cb057cb17b,2022-12-12T00:00:00Z,11
Q115683707,"Religious writings and religious systems : systemic analysis of holy books in Christianity, Islam, Buddhism, Greco-Roman religions, ancient Israel, and Judaism",C55A618D-84BF-4061-9BB2-AEEB7D04A940,Q1384317,Jacob Neusner,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,bcd17fd5-20a0-4a7d-a8aa-df2f6bb9120c,2022-12-12T00:00:00Z,11
Q115683707,"Religious writings and religious systems : systemic analysis of holy books in Christianity, Islam, Buddhism, Greco-Roman religions, ancient Israel, and Judaism",4D889635-1FC3-48ED-B3F7-55C1307843D5,Q93268561,Ernest S Frerichs,3,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,df83b210-bc54-4375-9157-68a9da93a6e7,2022-12-12T00:00:00Z,11
Q115683711,Exploring Biblical Kinship: Festschrift in Honor of John J. Pilch,983539B8-3624-4ADE-91E9-CFF080AC326B,Q93226737,Joan Cecelia Campbell,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,7259d1a5-b215-41e7-9e57-a9b01c278ca1,2022-12-12T00:00:00Z,11
Q115683711,Exploring Biblical Kinship: Festschrift in Honor of John J. Pilch,06FA6388-136E-41C1-91CD-CA87710F40BF,Q93225230,Patrick J Hartin,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,fb61519f-65c0-4169-8344-07b3726e5d97,2022-12-12T00:00:00Z,11
Q115683723,Gospels: narrative and history,2CB97D92-616A-4A70-ABA2-CA31F4A21869,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,68abf809-0722-49e6-bc05-679561e47a87,2022-12-12T00:00:00Z,11
Q115683724,A feminist companion to the Deutero-Pauline epistles,77FCCE3D-3E50-439C-A0CA-6146A95E6CD9,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,2edad61a-440e-4dbe-9df4-4fca8134501a,2022-12-12T00:00:00Z,11
Q115683725,A Feminist Companion to the Apocalypse of John,2AF05B9F-2812-42E7-BA4B-84F8DE296088,Q4749053,Amy-Jill Levine,,aa756959c469d81793f3b71fef3ddbf24b94dfb1,http://www.bloomsbury.com/us/a-feminist-companion-to-the-apocalypse-of-john-9780826466518/,,8d569758-32de-42e6-9c9f-07337e0d9b88,2022-12-12T00:00:00Z,11
Q115683726,A Feminist Companion to Patristic Literature,3B0D4B4C-DAF0-41FF-B0D7-1EBF548AB581,Q4749053,Amy-Jill Levine,,6132160fcd2455f2abcfe59aff808607d3f748ca,http://www.bloomsbury.com/us/a-feminist-companion-to-patristic-literature-9780567045553/,,ceb4e2a2-8539-4df2-94b4-bc6da91357f3,2022-12-12T00:00:00Z,11
Q115683727,Women Like This: New Perspectives on Jewish Women in the Greco-Roman World,BA982259-265A-4AB0-A1DE-E10712B7EF2C,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,819a08e0-4466-493a-bfc6-14da8b7e7c45,2022-12-12T00:00:00Z,11
Q115683746,A feminist companion to Luke,96D9DC6B-0B40-4373-B9E2-7BDD8FD04BC4,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,717d8f1f-78a7-4a96-92cd-7e5281c12297,2022-12-12T00:00:00Z,11
Q115683747,The Gospel of Matthew,60342C01-2FB7-4051-8C9B-EECEB492B438,Q93232940,Sharon H Ringe,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,e3695ddc-d805-44fd-b77f-b2019ebc25f0,2022-12-12T00:00:00Z,11
Q115684169,"Religious writings & religious systems, 1: Islam, Buddhism, Greco-Roman religions, Ancient Israel, Judaism",30A8967E-82BF-4C94-8AE8-31396F392E67,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,cb5defaa-71cd-42a3-be71-3b0366daaa0e,2022-12-12T00:00:00Z,11
Q115684204,The Pharisees,1BD86204-C279-4D60-A3C9-0B5E6B40191E,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,edadd72f-d11b-4d30-bccf-fdd2de71a002,2022-12-12T00:00:00Z,11
Q115684204,The Pharisees,36197CBA-0B0B-4898-B981-53A12308E804,Q112472096,Joseph Sievers,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,6610bf40-7708-45a6-a9b3-2596d5f2f215,2022-12-12T00:00:00Z,11
Q115687816,Under the oak tree: the church as community of conversation in a conflicted and pluralistic world,C5C77730-6DD3-49EC-BDE8-EFD1EED00C8E,Q92207288,Ronald J Allen,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,3a9153f1-1a61-4a0a-a5ee-337793bcc38b,2022-12-13T00:00:00Z,11
Q115687816,Under the oak tree: the church as community of conversation in a conflicted and pluralistic world,F0CE59A6-DDD7-4E85-8456-B92D9B2FF333,Q83505844,John S McClure,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,ad57bdfd-2c44-47bd-93d0-d5e7e3e61256,2022-12-13T00:00:00Z,11
Q115688792,The Future of the Methodist Theological Traditions,75041CBE-4F7C-4E0C-A91D-9949712355C0,Q83505989,M Douglas Meeks,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,21cd7dde-3706-4fe8-adf9-b1371957eedf,2022-12-13T00:00:00Z,11
Q115688793,Christian social ethics in a global era,D5C3026A-141E-4133-AAF6-341A9EE23F7B,Q83505989,M Douglas Meeks,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,88304269-1ce2-4ed7-bbd5-9ea0c27e959b,2022-12-13T00:00:00Z,11
Q115688793,Christian social ethics in a global era,28577A95-4CAB-4929-9F6C-DFE68F202D1F,Q6794986,Max L Stackhouse,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,34484b52-7c25-4b85-9ab6-c787616bbd9f,2022-12-13T00:00:00Z,11
Q115688793,Christian social ethics in a global era,140ACEC6-AD48-4D94-B3F2-5CEDADAFA397,Q84486,Peter L Berger,3,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,e9c43879-b3c5-4905-b981-3735011f7ebb,2022-12-13T00:00:00Z,11
Q115688793,Christian social ethics in a global era,46C2FC47-CDA5-4C5A-9746-4B484E3235CE,Q16973499,Dennis P McCann,4,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,17ba1ab0-1117-4500-94a8-137e11cd3275,2022-12-13T00:00:00Z,11
Q115688794,The passion for life: a messianic lifestyle,96B01C93-0413-4C71-ACD9-708F5F681A1C,Q83505989,M Douglas Meeks,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,cf86b73f-fe1f-4da6-8e05-8e89e35f434c,2022-12-13T00:00:00Z,11
Q115688797,Human Identity in Christian Faith,B5AB8154-95E1-493F-8BF0-31CEB3837CE6,Q83505989,M Douglas Meeks,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,4a164ebf-41f6-4e3d-9d03-af4147fab1a8,2022-12-13T00:00:00Z,11
Q115688800,Introduction to Systematic Theology,47887B04-E818-45A8-A2B4-87E83899298D,Q83505989,M Douglas Meeks,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,7dca2e42-dd20-4d78-81cf-07279acac351,2022-12-13T00:00:00Z,11
Q115688801,Our calling to fulfill: Wesleyan views of the church in mission,DD982A58-A8C9-456D-8C80-3FC0C0F69929,Q83505989,M Douglas Meeks,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,6b9ab4e3-65c7-4997-845a-c7153af46730,2022-12-13T00:00:00Z,11
Q115688803,In essentials unity: reflections on the nature and purpose of the church: in honor of Frederick R. Trost,72C32B6A-5DFF-4713-8A98-B2CAB13A2D65,Q83505989,M Douglas Meeks,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,4ba7fb6a-0403-40c6-a330-54aed5f4fd17,2022-12-13T00:00:00Z,11
Q115688804,"Trinity, community, and power: mapping trajectories in Wesleyan theology",5E91CE4E-8E14-4455-8BED-D6487B38D8CA,Q83505989,M Douglas Meeks,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,45a37cd2-9bd6-49a7-b6f9-95bf539b9c5a,2022-12-13T00:00:00Z,11
Q115688805,The portion of the poor: good news to the poor in the Wesleyan tradition,36561489-95E7-43C0-B061-B23AF9BB4430,Q83505989,M Douglas Meeks,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,4619e22e-2e12-4f1b-8c29-701555e23c5b,2022-12-13T00:00:00Z,11
Q115688807,What should Methodists teach?: Wesleyan tradition and modern diversity,C26C7F55-866A-4007-91C2-5CB0339A45B0,Q83505989,M Douglas Meeks,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,b7317d67-615b-4189-933d-609a843b0531,2022-12-13T00:00:00Z,11
Q115688808,Theology & corporate conscience: essays in honor of Frederick Herzog,4C2896B8-24FA-40AC-8B93-C8A2C71DED6E,Q83505989,M Douglas Meeks,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,79a55890-869d-4ce6-a3f1-47cab7517efe,2022-12-13T00:00:00Z,11
Q115688808,Theology & corporate conscience: essays in honor of Frederick Herzog,656C3507-FDCA-4D29-8509-EE7DE6AF6BA7,Q60278,Jurgen Moltmann,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,e49521ce-4f35-441c-99ab-0ae3a760b874,2022-12-13T00:00:00Z,11
Q115688808,Theology & corporate conscience: essays in honor of Frederick Herzog,34897B21-CD54-4970-BABA-CDAEAC119804,Q113717461,Frederick R Trost,3,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,77daa4e5-f878-4df7-ad57-e0d479348da1,2022-12-13T00:00:00Z,11
Q115688811,Love: the foundation of hope: the theology of Jürgen Moltmann and Elisabeth Moltmann-Wendel,0FE28329-2C85-4004-B186-B42FDEC74838,Q83505989,M Douglas Meeks,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,6b7d7d26-cabb-4de0-a155-6bad1eff4a5c,2022-12-13T00:00:00Z,11
Q115688828,Feminist and womanist pastoral theology,7FE7655E-1D9E-40E2-B94E-F4B2BE3BCB95,Q63038665,Bonnie J Miller-McLemore,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,e1fe72e7-f772-43df-8f9f-90f63936b854,2022-12-13T00:00:00Z,11
Q115689682,"Poverty, suffering and HIV-AIDS : international practical theological perspectives",4D1AAE7F-49D7-45A3-9813-6802E417317A,Q110504666,Pamela D Couture,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,4776e451-7c91-45b7-b7fe-41a87457d8e1,2022-12-13T00:00:00Z,11
Q115689682,"Poverty, suffering and HIV-AIDS : international practical theological perspectives",6EA086BA-A896-4D7E-9A56-44A980F66124,Q63038665,Bonnie J Miller-McLemore,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,36177c70-dc41-44e5-9794-647a4853b676,2022-12-13T00:00:00Z,11
Q115689689,"Mutuality matters: family, faith, and just love",689394AA-7DD0-46F4-95D4-902C6509F963,Q63183857,Herbert Anderson,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,e8315de1-e4da-4bd8-9365-77fc5bd24937,2022-12-13T00:00:00Z,11
Q115689689,"Mutuality matters: family, faith, and just love",10A3591B-BAA8-4794-96E2-5EF4C62D4C0C,Q63038665,Bonnie J Miller-McLemore,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,ec4db61d-17af-413d-b3ea-9a97f6476669,2022-12-13T00:00:00Z,11
Q115689689,"Mutuality matters: family, faith, and just love",72239C0A-F1CE-4C3A-98DD-7A0D96755156,Q93241995,Robert J Schreiter,4,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,538cfeb9-5d57-48fe-b653-488fe323363d,2022-12-13T00:00:00Z,11
Q115689713,Children and childhood in American religions,21F81E8F-068C-4964-AD0B-580D3E4E4AB4,Q30302655,Don S Browning,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,b8b9356f-cf2b-48f2-8355-2005fbc73e6c,2022-12-13T00:00:00Z,11
Q115689713,Children and childhood in American religions,78FAB512-278A-4081-AEBE-696AC1E867C1,Q63038665,Bonnie J Miller-McLemore,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,cad2292e-6c94-47b3-84c6-1093717124fd,2022-12-13T00:00:00Z,11
Q115690098,Religious institutions and issues of health care,02E8D56F-8F54-4731-A042-4FDF4419BCEE,Q63038665,Bonnie J Miller-McLemore,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,16c0179c-148d-4426-a764-c37e7b163366,2022-12-13T00:00:00Z,11
Q115690112,Calling all years good: Christian vocation throughout life's seasons,94510806-E73E-408D-A918-6AACD0DB355E,Q63038665,Bonnie Miller-McLemore,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,500367e0-552b-466e-bd60-687f462635e9,2022-12-13T00:00:00Z,11
Q115690112,Calling all years good: Christian vocation throughout life's seasons,3D3942D4-CB6B-414F-9B90-713E13BD1E70,Q63183852,Kathleen A Cahalan,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,827aaede-1c9e-41e8-85a6-80ae69c54b82,2022-12-13T00:00:00Z,11
Q115690116,A graceful embrace: theological reflections on adopting children,BB350864-0BD3-415D-B5DD-8C9360B54AE7,Q63038665,Bonnie Miller-McLemore,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,3dc1c21f-0ee8-45b5-9cdf-1eece999b08e,2022-12-13T00:00:00Z,11
Q115690148,City of desires - a place for God? : practical theological perspectives,777B0C49-7D46-443C-A279-17D3AAC9553F,Q63038665,Bonnie J Miller-McLemore,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,4e640585-7633-4cec-9384-84ba553d5fd5,2022-12-13T00:00:00Z,11
Q115690148,City of desires - a place for God? : practical theological perspectives,EA6093C1-F103-4A36-ACC5-93D3CA9E9A7F,Q1810168,R Ruard Ganzevoort,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,beb00be6-59ad-4c63-bbd8-bd8fb374e999,2022-12-13T00:00:00Z,11
Q115690530,Liturgy and the moral self,276E42DA-6995-4F48-BC6E-83A436F016E0,Q83505860,Bruce T Morrill,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,dbfde048-7eff-45c7-8e4f-b8da40b2329b,2022-12-13T00:00:00Z,11
Q115690532,Bodies of worship : explorations in theory and practice,07067B9D-8E5C-4B1B-B547-19E06EDD5A3E,Q83505860,Bruce T Morrill,,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,8341d794-1c22-40df-af30-dcb58b7a69ce,2022-12-13T00:00:00Z,11
