qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_stated_in,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q115681132,"Proper 21, Twenty-Sixth Sunday in Ordinary Time: September 28, 2008",1470793E-F807-44A6-8149-E17170509CED,Tambi Brown Swiney,5,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,faca69a8-e1db-4506-84c6-4a9e72741458,2022-12-12T00:00:00Z,11
Q115681132,"Proper 21, Twenty-Sixth Sunday in Ordinary Time: September 28, 2008",08EA462D-D87C-47EC-90AD-681AC1326B3F,David von Schlichten,6,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,947e77e1-8a95-4bb6-9599-95505a20b102,2022-12-12T00:00:00Z,11
Q115681132,"Proper 21, Twenty-Sixth Sunday in Ordinary Time: September 28, 2008",8FB6FAF2-7F58-4E3F-B3D7-F02E3D228DC6,Rochelle A Stackhouse,8,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,e6cbf73c-ea11-4510-a9bc-0e381deffab0,2022-12-12T00:00:00Z,11
Q115681133,"Proper 20, Twenty-Fifth Sunday in Ordinary Time: September 21, 2008",1AE47A97-88FA-4E42-A5F8-C91AF4EA7C46,Tambi Brown Swiney,4,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,3c261094-323c-4d35-a94c-8e763b31e7e1,2022-12-12T00:00:00Z,11
Q115681133,"Proper 20, Twenty-Fifth Sunday in Ordinary Time: September 21, 2008",AB471108-5535-4D1F-A60A-18C1D81860FA,Cláudio Carvalhaes,5,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,f69f82e0-cca2-4279-b92c-3ca02decc594,2022-12-12T00:00:00Z,11
Q115681133,"Proper 20, Twenty-Fifth Sunday in Ordinary Time: September 21, 2008",B057F1C5-62C7-4C54-A528-260611BFDD24,David von Schlichten,6,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,8ae3fe6a-21a1-4240-a383-afca62b41dc6,2022-12-12T00:00:00Z,11
Q115681133,"Proper 20, Twenty-Fifth Sunday in Ordinary Time: September 21, 2008",8F8C7942-C634-4864-B3EC-EBAAEF6BDFA8,Dianne Andrews,8,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,7c298e37-ced6-4e7c-ab9f-192b8ae06ae8,2022-12-12T00:00:00Z,11
Q115681135,"Proper 19, Twenty-Fourth Sunday in Ordinary Time: September 14, 2008",CE41C229-0B34-4651-9694-0BD910B8E629,Cláudio Carvalhaes,4,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,d919f5b0-95f7-48e4-95c8-3e699baf983c,2022-12-12T00:00:00Z,11
Q115681135,"Proper 19, Twenty-Fourth Sunday in Ordinary Time: September 14, 2008",094B93A6-B65B-49FE-B6E7-6436F8EE3B61,Tambi Brown Swiney,5,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,41f1f360-08f1-4f1f-9284-937ec79132e1,2022-12-12T00:00:00Z,11
Q115681135,"Proper 19, Twenty-Fourth Sunday in Ordinary Time: September 14, 2008",3DDE0E8B-4E40-4B4B-ABD5-465D59102970,Martin Kich,6,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,034045b7-3193-48a7-be95-9ca4f09d0939,2022-12-12T00:00:00Z,11
Q115681135,"Proper 19, Twenty-Fourth Sunday in Ordinary Time: September 14, 2008",2EFA4C6E-9DBB-4D02-AA36-B2C9222969AF,Sallie Watson,8,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,fefbfba0-a40e-4428-a222-2661ac8afb1d,2022-12-12T00:00:00Z,11
Q115681136,"Proper 18, Twenty-Third Sunday in Ordinary Time: September 7, 2008",C0218C66-05DB-428E-AD5C-FCB473ECED76,Cláudio Carvalhaes,4,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,675ecc0f-20f6-41f8-b028-48b9f2af34f4,2022-12-12T00:00:00Z,11
Q115681136,"Proper 18, Twenty-Third Sunday in Ordinary Time: September 7, 2008",CC5F459B-D57F-4290-8370-4E5BCB871DC2,Tambi Brown Swiney,5,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,876ee46c-29af-4baa-854f-f70fe781e557,2022-12-12T00:00:00Z,11
Q115681136,"Proper 18, Twenty-Third Sunday in Ordinary Time: September 7, 2008",6A5151BE-25C6-4263-A586-0B37E28322CD,Martin Kich,6,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,ab9f91c7-befe-4397-b804-fcbcb39011ed,2022-12-12T00:00:00Z,11
Q115681136,"Proper 18, Twenty-Third Sunday in Ordinary Time: September 7, 2008",94EB63FE-9A41-42C1-B1D4-476C4B9CF7A1,Dave Ridder,8,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,eee8d6db-7761-4f9b-8c21-10baa8bf5549,2022-12-12T00:00:00Z,11
Q115681164,A call to a national dialogue and reflection on What does it mean to be black and Christian?,934A0BC4-504E-44D5-806A-09E189E21155,Donna E Allen,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,81ae06b4-50c4-42e7-a699-2aba851be843,2022-12-12T00:00:00Z,11
Q115681170,The history of the Riverside Church in the city of New York,946946E6-1891-4EDD-9666-47CF88E5FC57,Leonora Tubbs Tisdale,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,7f04001f-faa2-48eb-9d73-ef7358fd3895,2022-12-12T00:00:00Z,11
Q115681170,The history of the Riverside Church in the city of New York,37039FCC-D35B-4C7B-8453-EE78DB193CE5,Lawrence H Mamiya,4,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,2f2a65a9-af70-4633-8ade-0c0681fe5d19,2022-12-12T00:00:00Z,11
Q115682386,A feminist companion to the New Testament Apocrypha,2B0A7F1C-F74E-4EE3-80B2-A8A06C02381E,Maria Mayo Robbins,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1d54f4ad-57b4-4ef2-bdc6-b03baad6daa8,2022-12-12T00:00:00Z,11
Q115682387,A feminist companion to the Catholic Epistles and Hebrews,9372913A-998A-4B6D-96EA-FA49A2017EB1,Maria Mayo Robbins,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,b177aa75-ed6f-40de-8610-447575f8308d,2022-12-12T00:00:00Z,11
Q115682388,A feminist companion to the Acts of the Apostles,6E3031CD-2A97-4279-B21C-F2EA5FF9A7D0,Marianne Blickenstaff,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,0c5ef723-dda3-4af9-b703-fcc5cdd26bdf,2022-12-12T00:00:00Z,11
Q115682389,A feminist companion to Paul,D8E8A78A-CC8A-487F-987E-537DD43967E6,Marianne Blickenstaff,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,590a7f59-6301-4c3d-91c4-1828005f64cd,2022-12-12T00:00:00Z,11
Q115682390,A feminist companion to Mark,B0812E48-B0D3-4D9A-923F-C13066F620D0,Marianne Blickenstaff,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,f3312d9b-c290-403c-868b-71ffa2674ee2,2022-12-12T00:00:00Z,11
Q115682417,A feminist companion to Mariology,07C0FF9F-612E-49DB-86A9-A0B9C89A5395,Maria Mayo Robbins,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,6c3ab55e-a20d-4014-ac8b-bb207ac8ab16,2022-12-12T00:00:00Z,11
Q115682418,A feminist companion to John,38159425-F593-4D05-9C20-9714D8AFA115,Marianne Blickenstaff,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,d7bd88ec-6020-4830-9f87-58af3680aff4,2022-12-12T00:00:00Z,11
Q115682421,Habits of anti-Judaism: critiquing a PCUSA report on Israel/Palestine,C1536B9A-EE36-4A22-9864-C91AC53AAC03,Ted A Smith,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,a9012075-bbd9-4fff-ac41-cd9813ca32d3,2022-12-12T00:00:00Z,11
Q115682422,A feminist companion to Matthew,6283FEFA-0393-4F58-9536-F37C6C23909A,Marianne Blickenstaff,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,741f340c-dc08-4b4d-b45e-c8be1880b4e8,2022-12-12T00:00:00Z,11
Q115682524,"The New Testament apocrypha and pseudepigrapha: a guide to publications, with excursuses on Apocalypses",6ACE9771-1A6B-494B-8DB4-4FED28EF20AF,James R Mueller,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,b5d85e78-9e86-478c-8dd8-23b571bf29db,2022-12-12T00:00:00Z,11
Q115683713,Who Is My Neighbor?,553AB511-C152-459A-87AB-4D1F93D5C206,Denise Turu,3,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,262b5da3-5b00-4226-9872-3d9f1b12c89c,2022-12-12T00:00:00Z,11
Q115683714,The marvelous mustard seed,3D4839B8-E5FE-48D4-B57C-5B0AE9DD444A,Margaux Meganck,3,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,e2d90aee-5f08-416d-b278-acf721e3f2b8,2022-12-12T00:00:00Z,11
Q115683723,Gospels: narrative and history,9C7689B5-1F17-4F00-86A4-5AD69546F4FE,Mercedes Navarro Puerto,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,37f29cca-dcfd-4a28-9437-6ad1f5b241b6,2022-12-12T00:00:00Z,11
Q115683724,A feminist companion to the Deutero-Pauline epistles,303EAC04-5F6E-41BC-8829-39DA6053BF1F,Marianne Blickenstaff,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,eda926c0-a04b-4758-8e34-8f0a31e58abb,2022-12-12T00:00:00Z,11
Q115684161,A very big problem,FDD32C27-7EB9-402F-AE8D-D75185896FA7,Annie Bowler,3,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,6f9c4016-7463-4aa0-87cd-a2dd87bab3c8,2022-12-12T00:00:00Z,11
Q115684166,"The Cambridge companion to the bible, second edition",96181C80-6C9E-4ECF-921A-E442CFA81B99,B Chilton,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,bcdadd7c-1217-4c1e-b3e7-16dab28058c2,2022-12-12T00:00:00Z,11
Q115684166,"The Cambridge companion to the bible, second edition",DF14AE60-BE60-4D5D-A9B4-1B5BD1B3CD45,H C Kee,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,55190757-11dc-4669-8f5a-670f21e23b97,2022-12-12T00:00:00Z,11
Q115684166,"The Cambridge companion to the bible, second edition",6B88EBE9-CF33-4BE5-8CDC-D9F5985F2720,E M Meyers,4,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1a77b742-7634-4951-9fea-23a0af87cfc1,2022-12-12T00:00:00Z,11
Q115684166,"The Cambridge companion to the bible, second edition",A5185382-1397-49D1-93B8-CEF13803E508,J Rogerson,5,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1281ff6d-054d-4b5e-ac42-1a5bfc70abbb,2022-12-12T00:00:00Z,11
Q115684166,"The Cambridge companion to the bible, second edition",8021B78C-8C03-4CF1-A4B0-55B124C8F33D,A J Saldarini,6,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,665d6b49-7bdc-4df6-a1e9-ea30c003e14e,2022-12-12T00:00:00Z,11
Q115684198,Wisdom commentary: Ruth,B2703339-5CDA-4EFF-A171-03C54D9C55D3,A L Laffey,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1500f949-809f-48ee-a365-3d273a11d70d,2022-12-12T00:00:00Z,11
Q115684198,Wisdom commentary: Ruth,B7109F8A-48CD-402C-9523-82710DA75D8E,M Leonard-Fleckman,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,76196c45-fc6c-4d9c-8e95-69c7755c5da4,2022-12-12T00:00:00Z,11
Q115685261,"Asian values, encounter with diversity",FA7F5B0D-3F78-421C-85F1-FAED861FE2D5,Birgit Mayer-König,2,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,099b752d-e448-4d68-ba2c-fda328d2d277,2022-12-13T00:00:00Z,11
Q115687831,First Sunday of Advent,F2852928-037C-4E83-968A-60AB6808054A,William Ramsey,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,0090cbc2-0f3a-486b-9e57-c1c889e0dfda,2022-12-13T00:00:00Z,11
Q115687831,First Sunday of Advent,102B9DA7-C048-4DE1-A93E-95E8B140C384,James B Ashbrook,3,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,0492393c-c628-4be1-ad3a-118e30652e86,2022-12-13T00:00:00Z,11
Q115687831,First Sunday of Advent,54C0D51A-934C-4B2B-9DC0-446C31AEFDD3,Ron Salfen,4,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,0cbafe95-c8f9-4e8f-89f7-ace56c7a8c54,2022-12-13T00:00:00Z,11
Q115687831,First Sunday of Advent,E44F02FF-F2E4-4562-BF58-2F0988BC8CE2,Stephen McCutchan,5,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,06c2c8e0-68d1-4bc7-a3b5-68d57bb83911,2022-12-13T00:00:00Z,11
Q115687831,First Sunday of Advent,3521D268-6C01-440A-98CF-2D57B4582C62,Robert U Ferguson,7,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,85d25014-efe8-4571-bfce-50283cc8d3fb,2022-12-13T00:00:00Z,11
Q115687832,Christ the King,D1283BED-E255-47AA-AC1D-C81265E06046,William Ramsey,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,83369617-2413-4318-9541-060bbcf9eec3,2022-12-13T00:00:00Z,11
Q115687832,Christ the King,4CC8F89A-748D-4004-A3A0-D678EF825869,James B Ashbrook,3,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,59f5e63c-7426-48d4-8d8e-768468c30904,2022-12-13T00:00:00Z,11
Q115687832,Christ the King,84FFD28C-CE35-4CAE-A801-FBF75616E543,Ron Salfen,4,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,8fe95d1a-3628-483e-b69f-56b8ee527cff,2022-12-13T00:00:00Z,11
Q115687832,Christ the King,5D4328C4-17E8-4F40-96E4-2FEF7CFF3646,Stephen McCutchan,5,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,6316f238-114b-4b1f-955b-94fd6fe85c6b,2022-12-13T00:00:00Z,11
Q115687832,Christ the King,F5CCFB17-EADE-451E-974C-17521BE489F6,Judson Child,7,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,25fb961e-82db-4888-ba32-b48f3c72323f,2022-12-13T00:00:00Z,11
Q115687834,"Proper 27, Thirty-Second Sunday in Ordinary Time",E98DBB6F-A577-435F-8C60-903936A24FE6,William Ramsey,1,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,58561bfa-a2de-4bcf-8b75-07fe35b2b2d0,2022-12-13T00:00:00Z,11
Q115687834,"Proper 27, Thirty-Second Sunday in Ordinary Time",8F51A180-93A4-47E3-80FF-F01CAC2E7D43,James B Ashbrook,3,245100ac7e6f8d1a619d79cb386c24ef56919eae,,Q114403967,14cb34d7-5f16-4ec3-9897-0df0ea088083,2022-12-13T00:00:00Z,11
