qid,label_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec
Q17301597,,46252ECD-D5A5-4496-AC8F-F50B3442F914,57038,d3e5214f59a5c284c269af012d46b4cb3aac7528,131fe53b-bd06-4dab-ab12-c130da550130,2021-02-02T00:00:00Z,11
Q17327750,,5D94B22C-0B74-4BDC-9209-C980C3FAC498,56212,d3e5214f59a5c284c269af012d46b4cb3aac7528,3b59391a-a19d-494b-a4c9-ff3e22970752,2021-02-02T00:00:00Z,11
Q17328685,,7C9229B6-ED3C-4543-AD0B-88693CABD166,55489,d3e5214f59a5c284c269af012d46b4cb3aac7528,d8908a31-de0b-4888-ba63-025f4e047315,2021-02-02T00:00:00Z,11
Q17331263,,2AAB65F4-7553-4220-A799-7196741E5D3C,57187,d3e5214f59a5c284c269af012d46b4cb3aac7528,5ba5970d-2634-4b01-a2be-a5962eca235d,2021-02-02T00:00:00Z,11
Q17341728,,AB1357E5-F376-47A6-85F0-406D9BEAFC37,55797,d3e5214f59a5c284c269af012d46b4cb3aac7528,01217a67-1b3a-4f8d-bf6d-c9b6b1dee7ca,2021-02-02T00:00:00Z,11
Q17522178,,DBCFF650-E243-4AD4-9403-A75937E060D8,56248,d3e5214f59a5c284c269af012d46b4cb3aac7528,9547e2e6-4b60-4e0f-aefa-adb31cbabce7,2021-02-02T00:00:00Z,11
Q17522671,,B537C1C2-AC70-4BBD-A4E5-55E1140C4076,57945,d3e5214f59a5c284c269af012d46b4cb3aac7528,6d70c2bd-d39d-484e-9ecc-046240d8eb87,2021-02-02T00:00:00Z,11
Q17780704,,1BACE467-1564-4C76-8F16-3A17A0887529,56703,d3e5214f59a5c284c269af012d46b4cb3aac7528,086ebd13-4343-4f5b-bf0a-f03028e11060,2021-02-02T00:00:00Z,11
Q179962,,91F8952D-CA58-4794-AB8B-6E2DE40C7EAB,57624,d3e5214f59a5c284c269af012d46b4cb3aac7528,a5feaa9b-2583-4e24-b00b-4165dd44b9c2,2021-02-02T00:00:00Z,11
Q18147656,,3B84B40C-A548-4E71-B6F4-79C729593363,54713,d3e5214f59a5c284c269af012d46b4cb3aac7528,ac78aa32-49b5-4be7-8cf3-31a2e2df941a,2021-02-02T00:00:00Z,11
Q18430656,,3F683F33-1BD4-4CDE-A706-F1171C76025C,57343,d3e5214f59a5c284c269af012d46b4cb3aac7528,96a05d66-1a8b-4162-9493-c2769004e554,2021-02-02T00:00:00Z,11
Q1851182,,26F107CA-60A7-451C-8CC1-1B85D10316B3,55280,d3e5214f59a5c284c269af012d46b4cb3aac7528,4bcfb5d1-7870-49cd-8b7e-866a45d0d6a4,2021-02-02T00:00:00Z,11
Q18601322,,FEE86200-408C-4BBE-8488-CE2C1EBB0429,57739,d3e5214f59a5c284c269af012d46b4cb3aac7528,62787de8-4363-403c-bf0f-bc23d4128079,2021-02-02T00:00:00Z,11
Q1866167,,7EFC5E88-2F82-4C0B-9F55-4D702315050C,55178,d3e5214f59a5c284c269af012d46b4cb3aac7528,bde45c07-ee85-43d1-b044-bd07b8afddd4,2021-02-02T00:00:00Z,11
Q18668586,,F67DC275-A1D7-4290-8606-19845C89E947,58104,d3e5214f59a5c284c269af012d46b4cb3aac7528,dbf2d42f-dc4f-4c76-ac0c-4673b1bcd7a2,2021-02-02T00:00:00Z,11
Q18674614,,29C56509-04F8-4E87-90A7-3B4148FE3557,58135,d3e5214f59a5c284c269af012d46b4cb3aac7528,99547a10-d854-4a00-bf38-61d6c006136a,2021-02-02T00:00:00Z,11
Q18683101,,787BC754-A8EE-4CAE-9156-AD243B702542,54932,d3e5214f59a5c284c269af012d46b4cb3aac7528,fb07e41c-1739-45c9-a23a-3c6ea465adb2,2021-02-02T00:00:00Z,11
Q18683211,,AB0DDE06-DB32-4BEE-9CA0-650D1AE432B1,56778,d3e5214f59a5c284c269af012d46b4cb3aac7528,806a6316-dc6e-4718-94e4-31f368d85e5d,2021-02-02T00:00:00Z,11
Q18683338,,F5ADD838-DFB4-41A3-880F-9A460330190E,56970,d3e5214f59a5c284c269af012d46b4cb3aac7528,1a56f5a2-36d9-4978-8091-3912b89a1cea,2021-02-02T00:00:00Z,11
Q18684607,,63B8C5A0-0F52-46CB-A491-72CB015A4B5C,54935,d3e5214f59a5c284c269af012d46b4cb3aac7528,6c78fac4-2087-4fcb-a9a6-efb55e6c31ad,2021-02-02T00:00:00Z,11
Q18684720,,C320E7BD-E93A-4D8A-A7ED-7E40314302DE,54743,d3e5214f59a5c284c269af012d46b4cb3aac7528,edfb18f4-9ecd-4bc6-bc79-a5b3910a67a0,2021-02-02T00:00:00Z,11
Q18685564,,3BC72C60-A65A-4F45-BCAC-775819B02AAB,57014,d3e5214f59a5c284c269af012d46b4cb3aac7528,5f332fcc-0415-4e26-874a-0a65e4fe7f8a,2021-02-02T00:00:00Z,11
Q18685622,,09404531-7D42-4565-849C-78D224FB0008,57597,d3e5214f59a5c284c269af012d46b4cb3aac7528,85ab71de-0ae5-4666-84e3-f2b19fcbcf05,2021-02-02T00:00:00Z,11
Q18685756,,08E75859-AE2D-4B23-B616-63631A89B0C3,55582,d3e5214f59a5c284c269af012d46b4cb3aac7528,6e9ea99e-c043-4be3-95b5-500bf2eb7fb1,2021-02-02T00:00:00Z,11
Q18685777,,581E70A1-EDE0-4416-8E7B-E163996457EA,56753,d3e5214f59a5c284c269af012d46b4cb3aac7528,14ae2dbc-5a78-4d28-ae3c-d08799098cd2,2021-02-02T00:00:00Z,11
Q18686003,,1985287F-7A95-40A7-8111-C8E5D705A050,56694,d3e5214f59a5c284c269af012d46b4cb3aac7528,275cf686-2db7-4b6f-8b1c-a64044ca0f9a,2021-02-02T00:00:00Z,11
Q18688959,,EB744EC5-E9E7-4F83-B2E7-B77F3E411470,58068,d3e5214f59a5c284c269af012d46b4cb3aac7528,1af2b23e-84d5-4ed9-b46e-d78ee4fbbf64,2021-02-02T00:00:00Z,11
Q18689337,,8ABF68F2-FE76-40F3-9CC6-50B04B3343E9,55751,d3e5214f59a5c284c269af012d46b4cb3aac7528,be0b2017-a6a7-4b9f-be37-9c70490f855e,2021-02-02T00:00:00Z,11
Q1873244,,714A92A4-D96F-4260-9D18-82EB77AA7879,55961,d3e5214f59a5c284c269af012d46b4cb3aac7528,7b82e620-a8d0-4d65-a026-babe5afc928f,2021-02-02T00:00:00Z,11
Q18748352,,6D3A14DC-DF64-45C2-B8BE-54F28757C63C,55475,d3e5214f59a5c284c269af012d46b4cb3aac7528,a36e377f-a868-4639-8d4a-8c157d542686,2021-02-02T00:00:00Z,11
Q18748376,,B3F0DE86-04DB-427B-961A-B6D31AEEA10F,55421,d3e5214f59a5c284c269af012d46b4cb3aac7528,38695978-a15b-423c-afda-ef4dccd58ae8,2021-02-02T00:00:00Z,11
Q18748592,,918FA71F-91E5-49F1-BBE1-9B39CEC3B847,55738,d3e5214f59a5c284c269af012d46b4cb3aac7528,9ab9948a-867d-4ddc-876f-89a805533098,2021-02-02T00:00:00Z,11
Q18815217,,AA3E17D0-B0C2-44A1-BBE4-0FD894DC9EF5,56528,d3e5214f59a5c284c269af012d46b4cb3aac7528,872389a5-c1bb-43aa-9b0a-39cfef6a5fc8,2021-02-02T00:00:00Z,11
Q18891196,,C15DD059-8317-48EB-AA1C-C908464649B3,56306,d3e5214f59a5c284c269af012d46b4cb3aac7528,8fe2835e-e20c-462f-9d50-aa98fe220825,2021-02-02T00:00:00Z,11
Q1890012,,79B96A76-C94D-4DB3-BB91-6D3C57175C87,56141,d3e5214f59a5c284c269af012d46b4cb3aac7528,eccb29b5-c546-455c-a93a-b69437bb4194,2021-02-02T00:00:00Z,11
Q19018954,,C684BDA4-0365-4DCF-8D57-A179E0EAB8D1,57223,d3e5214f59a5c284c269af012d46b4cb3aac7528,1d36aa65-1152-44af-b162-996ce6725533,2021-02-02T00:00:00Z,11
Q19242594,,5CE1AD34-C37C-4D44-8440-4AEBE5039B34,57307,d3e5214f59a5c284c269af012d46b4cb3aac7528,1b29962d-533c-466c-8536-b5b3b9f36fc8,2021-02-02T00:00:00Z,11
Q19398982,,7167F135-A4C9-4BA1-A880-A1E0A590F0C2,56052,d3e5214f59a5c284c269af012d46b4cb3aac7528,cbdc192b-d860-4963-81c0-9a184ee5f52c,2021-02-02T00:00:00Z,11
Q1959777,,F8C28F15-814B-486C-9C23-74E213CEB285,54948,d3e5214f59a5c284c269af012d46b4cb3aac7528,b88bf2aa-f80a-4841-b648-fcd263c97b46,2021-02-02T00:00:00Z,11
Q19820166,,7F085326-567A-48BC-8705-DF2FF029C2BA,57410,d3e5214f59a5c284c269af012d46b4cb3aac7528,1b0f7611-eb66-483d-82e1-34687c8ece41,2021-02-02T00:00:00Z,11
Q19825936,,2647D9F2-ED4F-4E8E-9483-CAE1EB675C50,56515,d3e5214f59a5c284c269af012d46b4cb3aac7528,46dfeb44-93e0-4b34-86fc-549f1f87c1bf,2021-02-02T00:00:00Z,11
Q19858364,,2B4B3F31-EB17-460A-9184-FD254AD9D3BE,55114,d3e5214f59a5c284c269af012d46b4cb3aac7528,853b6e07-7b26-45ec-a06e-a32715bd34f2,2021-02-02T00:00:00Z,11
Q19858614,,331BDCF3-08A3-4494-A55D-D387FA4E7D40,57156,d3e5214f59a5c284c269af012d46b4cb3aac7528,85de1030-006c-49bb-8d01-5bad7120801c,2021-02-02T00:00:00Z,11
Q19858744,,5B2D37C5-3F1F-449A-822F-5E1AE46998A0,55286,d3e5214f59a5c284c269af012d46b4cb3aac7528,31a5389b-7241-4869-baae-1af9cadd7ae0,2021-02-02T00:00:00Z,11
Q19858795,,8D460370-D373-4EB8-A44D-60139E43A41C,55032,d3e5214f59a5c284c269af012d46b4cb3aac7528,95b15ecc-70cd-4cfb-bf1d-3b13d50e6ebf,2021-02-02T00:00:00Z,11
Q19858900,,189322C2-D70F-48E6-9B6A-3B0B56A1C413,55549,d3e5214f59a5c284c269af012d46b4cb3aac7528,0bf64340-fb9c-449c-95f6-1a030b16eef7,2021-02-02T00:00:00Z,11
Q19883586,,62BD1D8A-797E-4368-BB5E-91081540F384,55426,d3e5214f59a5c284c269af012d46b4cb3aac7528,dd21e8e1-7b20-4703-95dd-002cd33daf76,2021-02-02T00:00:00Z,11
Q19892431,,CBB6757B-F52F-4B96-92E1-C0FE0FF66251,55215,d3e5214f59a5c284c269af012d46b4cb3aac7528,eda5aa09-8de5-44ce-ae7f-c5f2dcf76528,2021-02-02T00:00:00Z,11
Q19900658,,43FA6C40-CAF4-4F56-B3AE-B6D0279803EB,50202,d3e5214f59a5c284c269af012d46b4cb3aac7528,2708fc36-f1a5-4a17-8606-ea20721377fe,2021-02-02T00:00:00Z,11
Q19900687,,28248894-0AC8-4A2E-9F1E-975F4DD65733,55583,d3e5214f59a5c284c269af012d46b4cb3aac7528,9577e33e-31cc-48c3-9079-1b2522a2f154,2021-02-02T00:00:00Z,11
Q19911526,,2E31550B-42DF-45ED-AD1A-ADFB5C4D43C5,56072,d3e5214f59a5c284c269af012d46b4cb3aac7528,972bb3b0-6e0f-447d-b647-2a7da7e60779,2021-02-02T00:00:00Z,11
Q19912862,,706A6364-9579-4FB3-984D-9F77DA502C1A,57037,d3e5214f59a5c284c269af012d46b4cb3aac7528,cde5d3bf-9bd0-44ee-88f7-9b08106419ff,2021-02-02T00:00:00Z,11
Q19925099,,36847E84-DD7D-41DC-8C9F-04A91913A646,56798,d3e5214f59a5c284c269af012d46b4cb3aac7528,51ac98bf-5d13-48c6-a5d0-fcbcb152a893,2021-02-02T00:00:00Z,11
Q19925470,,E322621F-AE9E-4367-9659-CFCD50F1BAE6,56676,d3e5214f59a5c284c269af012d46b4cb3aac7528,ad6a614c-d230-4cb5-b70c-c146d239a751,2021-02-02T00:00:00Z,11
Q19925632,,5673627A-D27F-407F-9178-D7915F4CB537,58152,d3e5214f59a5c284c269af012d46b4cb3aac7528,86ec524a-da03-445b-8552-094e103ce70d,2021-02-02T00:00:00Z,11
Q19928795,,B3809176-C282-444B-BF90-0AEFF1CEB86D,57251,d3e5214f59a5c284c269af012d46b4cb3aac7528,f44b5b33-f4fa-4de4-94e6-bb8a22ae5e69,2021-02-02T00:00:00Z,11
Q19966562,,DC44D61E-CA5F-4BFE-BD08-476DCBD40221,54745,d3e5214f59a5c284c269af012d46b4cb3aac7528,77c26566-ec5f-48e0-98cd-96a3f7229ecd,2021-02-02T00:00:00Z,11
Q2016399,,FFFA1D7F-4F81-4562-9B9B-4515EDB372C0,51129,d3e5214f59a5c284c269af012d46b4cb3aac7528,7fc1a0b2-6198-4195-ad4e-4317589d1bbe,2021-02-02T00:00:00Z,11
Q20176398,,62883FB3-20EF-4246-99F1-2C20D96EE48E,55336,d3e5214f59a5c284c269af012d46b4cb3aac7528,222e18bc-a0c6-47e6-9b9f-cbe0e298990b,2021-02-02T00:00:00Z,11
Q20176899,,6A8FF97C-19CA-4036-8A2E-912989303B82,55748,d3e5214f59a5c284c269af012d46b4cb3aac7528,3527a4e2-afd5-4135-a21c-7c80eeab4e84,2021-02-02T00:00:00Z,11
Q20177807,,4EF15D85-8135-4199-9648-92EC1C48372B,56880,d3e5214f59a5c284c269af012d46b4cb3aac7528,a26bd401-37a2-4966-9740-74f1aae1df8b,2021-02-02T00:00:00Z,11
Q20178539,,25D01BA4-F599-4C26-9FA8-AE2BBC32F32B,56693,d3e5214f59a5c284c269af012d46b4cb3aac7528,ee05e1ec-aac5-47d4-9ccc-3d006baa8b36,2021-02-02T00:00:00Z,11
Q20180268,,E1C63BFF-4D5C-4AE4-B491-074C993EAD54,55337,d3e5214f59a5c284c269af012d46b4cb3aac7528,2ce711c8-9b8e-4fed-89df-042b4edef7d1,2021-02-02T00:00:00Z,11
Q20182055,,06DCB3D8-F316-4852-8771-EAF78C59B02E,57405,d3e5214f59a5c284c269af012d46b4cb3aac7528,47a08e60-7f9f-4751-97ca-54c60f6be947,2021-02-02T00:00:00Z,11
Q20182740,,5C417524-59B9-4B44-9201-50843F5034CC,58136,d3e5214f59a5c284c269af012d46b4cb3aac7528,223915fe-a86f-49d5-b911-8265071d9f6a,2021-02-02T00:00:00Z,11
Q20199116,,04295D9A-207D-4E0F-AD60-0D987A903BAA,55668,d3e5214f59a5c284c269af012d46b4cb3aac7528,48d944eb-30a5-47c6-b7da-670a6d402f8e,2021-02-02T00:00:00Z,11
Q20201820,,06FF3F1F-F8A3-4A48-9BD1-DB7DC45103AD,55653,d3e5214f59a5c284c269af012d46b4cb3aac7528,d50c14ef-7be2-47cb-8551-16d39dd2009a,2021-02-02T00:00:00Z,11
Q20202177,,B839BD0B-629A-42C7-ACF5-488232D99CE9,55746,d3e5214f59a5c284c269af012d46b4cb3aac7528,710254b2-2426-45f8-8c46-34197c4e3e08,2021-02-02T00:00:00Z,11
Q20355351,,15D759BD-680E-428E-B242-2C62EDAC97B6,56668,d3e5214f59a5c284c269af012d46b4cb3aac7528,c1c5150a-c9bb-4c8f-932e-8eef46c239cd,2021-02-02T00:00:00Z,11
Q20392130,,F0142D20-02DB-442C-904B-4BD1FE74249B,56692,d3e5214f59a5c284c269af012d46b4cb3aac7528,1519a232-8901-461f-8685-3471d1ac5ef7,2021-02-02T00:00:00Z,11
Q20396156,,1A0137D1-3A1F-4FED-9F8D-6F5E469F5C4A,57273,d3e5214f59a5c284c269af012d46b4cb3aac7528,32b69380-ffc6-4dae-8fad-ed8bb5553db1,2021-02-02T00:00:00Z,11
Q20431246,,9FA7E1E6-FD1A-4AC7-AA9C-CD832E2CF298,58044,d3e5214f59a5c284c269af012d46b4cb3aac7528,bcf71b44-f82e-4841-b145-6907da767744,2021-02-02T00:00:00Z,11
Q20442040,,8C730212-FE28-463D-A29D-FD5C3DD0C108,55524,d3e5214f59a5c284c269af012d46b4cb3aac7528,cdc209e2-8475-4265-ae7d-df3857a0742a,2021-02-02T00:00:00Z,11
Q2048084,,106ACC79-0F9E-4DB3-940A-473CD9D44E2B,56949,d3e5214f59a5c284c269af012d46b4cb3aac7528,564e344d-d7f6-4ac2-924f-00cb14dd6aff,2021-02-02T00:00:00Z,11
Q20487849,,71993CCE-0EFD-4C3E-B5A2-02A98B72E7D1,58149,d3e5214f59a5c284c269af012d46b4cb3aac7528,9a20027c-e1ac-49ca-a360-0a48a6c28dfc,2021-02-02T00:00:00Z,11
Q20526131,,E25BF75B-8C1E-4561-9ABB-A33EA1A4869B,55508,d3e5214f59a5c284c269af012d46b4cb3aac7528,a5aad731-70b1-4450-a76b-e12fe4d0fdf8,2021-02-02T00:00:00Z,11
Q20536847,,B14C061E-B6EF-4C85-A27C-4148089C700D,50247,d3e5214f59a5c284c269af012d46b4cb3aac7528,1f2a6e3c-cf06-42e0-9f55-353722447f9e,2021-02-02T00:00:00Z,11
Q20536897,,F4353391-0FB3-484C-B29B-2A2114956673,51115,d3e5214f59a5c284c269af012d46b4cb3aac7528,b19d6c92-c949-462b-9c11-7a0d6ff7d74c,2021-02-02T00:00:00Z,11
Q20536904,,43533EE1-119D-4087-B794-E44BE66B5770,50281,d3e5214f59a5c284c269af012d46b4cb3aac7528,7a0d1c54-cf73-456a-b176-22238cf66918,2021-02-02T00:00:00Z,11
Q20537129,,4EAE6B7C-88E4-4315-943F-428D7875FD71,50303,d3e5214f59a5c284c269af012d46b4cb3aac7528,4e44e343-8d3f-41d9-9707-eb276028c5b7,2021-02-02T00:00:00Z,11
Q20537159,,40C4CD5B-8088-4D87-8ADD-8B91040A55F7,46227,d3e5214f59a5c284c269af012d46b4cb3aac7528,79708aad-63e3-4419-ba08-9c0bfaf5b05c,2021-02-02T00:00:00Z,11
Q20537230,,73381B72-8B01-4BAD-8415-C6E3378979B4,50304,d3e5214f59a5c284c269af012d46b4cb3aac7528,fc9688d1-53c2-4e09-8744-2de23fc9180e,2021-02-02T00:00:00Z,11
Q20537301,,26F1F5C3-5E32-44E3-9D38-51CE8E99D0DF,50278,d3e5214f59a5c284c269af012d46b4cb3aac7528,edae2c55-b664-476a-8545-19a851b4f11b,2021-02-02T00:00:00Z,11
Q20537551,,A965D12A-8489-4F65-B749-45EB36925ADD,50321,d3e5214f59a5c284c269af012d46b4cb3aac7528,2974039e-b3c2-4790-8f4b-4004f966b588,2021-02-02T00:00:00Z,11
Q20537606,,38DA46E4-411C-4313-AA3D-59B0AC20AB16,57590,d3e5214f59a5c284c269af012d46b4cb3aac7528,7c0b2342-bef7-4f24-9b82-5e055b3e6c36,2021-02-02T00:00:00Z,11
Q20537858,,E26A12B4-2984-45DB-8FA9-0BFFDF758C1F,50300,d3e5214f59a5c284c269af012d46b4cb3aac7528,a0bfe5b7-b140-4b62-a6ea-c782596b4241,2021-02-02T00:00:00Z,11
Q20537871,,A1FFE69A-D76A-4ECB-94B3-EFA8FECFF9DC,50527,d3e5214f59a5c284c269af012d46b4cb3aac7528,d876fd60-cfc1-4bce-a54a-aee5579ca956,2021-02-02T00:00:00Z,11
Q20538088,,49EFBCF9-77EB-4DA4-81EC-8E8369539A93,51137,d3e5214f59a5c284c269af012d46b4cb3aac7528,d7987283-ac5c-4aff-9c11-00cb52eff6a0,2021-02-02T00:00:00Z,11
