qid,commons_id,accession_number,label_en,directory,local_filename,image_name,iiif_manifest,notes
Q102963306,M113055090,1973.017,Christ Preaching,1973,1973.017.tif,Christ Preaching - Vanderbilt Fine Arts Gallery - 1973.017.tif,,
Q102964059,M113061603,1984.022,"Dante Discoursing with Cacciaguida (Paradisio, Canto 17) from Illustrations to Dante's Divine Comedy",1984,1984.022.tif,"Dante Discoursing with Cacciaguida (Paradisio, Canto 17) from Illustrations to Dante's Divine Comedy - Vanderbilt Fine Arts Gallery - 1984.022.tif",,
Q102964735,M113063344,1973.014,Elegant Lovers,1973,1973.014.tif,Elegant Lovers - Vanderbilt Fine Arts Gallery - 1973.014.tif,,
Q102964101,fail,1971.006,Death of Absalom,1971,1971.006.tif,Death of Absalom - Vanderbilt Fine Arts Gallery - 1971.006.tif,,
Q102965329,M113064283,1973.016,Four Studies of a Draped Torso,1973,1973.016.med.jpg,Four Studies of a Draped Torso - Vanderbilt Fine Arts Gallery - 1973.016.med.jpg,,"Image needs to be rotated 180 degrees. Rotation was done in Commons, but it needs to be rotated locally. Not uploaded to s3 bucket."
Q102965629,M113064403,1978.091,Furyu Kyoken Shyami Sen,1978,1978.091.tif,Furyu Kyoken Shyami Sen - Vanderbilt Fine Arts Gallery - 1978.091.tif,,
Q102966235,M113086475,1979.0074,Hundred Guilder Print,1979,1979.0074.tif,Hundred Guilder Print - Vanderbilt Fine Arts Gallery - 1979.0074.tif,,
Q102966388,M113086622,1985.022,Ink Rubbing of Reliefs from the Offering Shrine of Wu Liang,1985,1985.022.tif,Ink Rubbing of Reliefs from the Offering Shrine of Wu Liang - Vanderbilt Fine Arts Gallery - 1985.022.tif,,
Q102966448,M113086817,2003.036,Interior Scene,2003,2003.036.jpg,Interior Scene - Vanderbilt Fine Arts Gallery - 2003.036.jpg,,
Q102966531,M113087157,1979.0304P,Italian Lake Scene,1979,1979.0304P.tif,Italian Lake Scene - Vanderbilt Fine Arts Gallery - 1979.0304P.tif,,
Q102966937,M113087281,1978.136,"Kinchakuzan Hukuzanji Ni Hiromaru Shishu, Volume 3",1978,1978.136.tif,"Kinchakuzan Hukuzanji Ni Hiromaru Shishu, Volume 3 - Vanderbilt Fine Arts Gallery - 1978.136.tif",,
Q102967175,M113088110,1979.0905P,La Halte,1979,1979.0905P.tif,La Halte - Vanderbilt Fine Arts Gallery - 1979.0905P.tif,,
Q102967270,M113088406,1979.0232P,Lake George,1979,1979.0232P.jpg,Lake George - Vanderbilt Fine Arts Gallery - 1979.0232P.jpg,,
Q102967296,M113089361,1984.031,Landscape,1984,1984.031.tif,Landscape - Vanderbilt Fine Arts Gallery - 1984.031.tif,,
Q102967808,M113114624,1979.0288P,Landscape with Cows,1979,1979.0288P.tif,Landscape with Cows - Vanderbilt Fine Arts Gallery - 1979.0288P.tif,,
Q102967814,M113115283,1984.028,Landscape with Figures,1984,1984.028.jpg,Landscape with Figures - Vanderbilt Fine Arts Gallery - 1984.028.jpg,,
Q102967821,M113115649,1984.030,Landscape with Figures,1984,1984.030.tif,Landscape with Figures - Vanderbilt Fine Arts Gallery - 1984.030.tif,,
Q102967848,M113115818,1979.0195P,Landscape with Shepherds,1979,1979.0195P.tif,Landscape with Shepherds - Vanderbilt Fine Arts Gallery - 1979.0195P.tif,,
Q102967855,M113116400,1979.0293P,Landscape with Two Figures,1979,1979.0293P.tif,Landscape with Two Figures - Vanderbilt Fine Arts Gallery - 1979.0293P.tif,,
Q102968020,M113117308,1980.040,Leeds Woods,1980,1980.040.tif,Leeds Woods - Vanderbilt Fine Arts Gallery - 1980.040.tif,,
Q102968153,M113119058,1979.0026,Light Grove,1979,1979.0026.tif,Light Grove - Vanderbilt Fine Arts Gallery - 1979.0026.tif,,
Q102968401,M113149899,1978.139,Map of Edo,1978,1978.139.tif,Map of Edo - Vanderbilt Fine Arts Gallery - 1978.139.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.139.tif.json,
Q102968693,M113156345,1979.0215P,Moonlight Nymphs,1979,1979.0215P.tif,Moonlight Nymphs - Vanderbilt Fine Arts Gallery - 1979.0215P.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0215P.tif.json,
Q102976678,M113158996,1971.005,Vestal Virgins Making an Offering,1971,1971.005.tif,Vestal Virgins Making an Offering - Vanderbilt Fine Arts Gallery - 1971.005.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1971/1971.005.tif.json,
Q102974719,M113159012,1988.010,The Repentance of Mary Magdalene,1988,1988.010.tif,The Repentance of Mary Magdalene - Vanderbilt Fine Arts Gallery - 1988.010.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1988/1988.010.tif.json,
Q103308814,M113159033,1986.003,St. John Consoling the Virgin,1986,1986.003.tif,St. John Consoling the Virgin - Vanderbilt Fine Arts Gallery - 1986.003.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1986/1986.003.tif.json,
Q102968780,M113160123,1994.332,Mount Fuji and the Pine Beach at Miho,1994,1994.332.tif,Mount Fuji and the Pine Beach at Miho - Vanderbilt Fine Arts Gallery - 1994.332.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1994/1994.332.tif.json,
Q102969054,M113160139,1974.002,North African Battle Scene,1974,1974.002.tif,North African Battle Scene - Vanderbilt Fine Arts Gallery - 1974.002.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1974/1974.002.tif.json,
Q102969141,M113160164,1979.0014,"Ocean Scene Harbor, Brittany",1979,1979.0014 (verso).tif,"Ocean Scene Harbor, Brittany - Vanderbilt Fine Arts Gallery - 1979.0014 (verso).tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0014 (verso).tif.json,
Q102969583,M113160195,1979.0016,Paris Garden,1979,1979.0016.tif,Paris Garden - Vanderbilt Fine Arts Gallery - 1979.0016.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0016.tif.json,
Q102969634,M113160223,1973.012,Peasants in a Landscape,1973,1973.012.tif,Peasants in a Landscape - Vanderbilt Fine Arts Gallery - 1973.012.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1973/1973.012.tif.json,
Q102970134,M113160255,1984.020,"Purification from Envy (Purgatorio, Canto 13) from Illustrations to Dante's Divine Comedy",1984,1984.020.tif,"Purification from Envy (Purgatorio, Canto 13) from Illustrations to Dante's Divine Comedy - Vanderbilt Fine Arts Gallery - 1984.020.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1984/1984.020.tif.json,
Q102970627,M113160274,1981.033,"Rubbing of stone relief showing a battle on a bridge, from the Wu Family Shrines, Shandong province",1981,1981.033.tif,"Rubbing of stone relief showing a battle on a bridge, from the Wu Family Shrines, Shandong province - Vanderbilt Fine Arts Gallery - 1981.033.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1981/1981.033.tif.json,
Q102970665,M113160293,1973.015,Rustic Lovers,1973,1973.015.tif,Rustic Lovers - Vanderbilt Fine Arts Gallery - 1973.015.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1973/1973.015.tif.json,
Q102971097,M113160303,1988.143b,"Screen painting of five cranes (three flying), with a rushing stream on the left and the bank on the right",1988,1988.143b.tif,"Screen painting of five cranes (three flying), with a rushing stream on the left and the bank on the right - Vanderbilt Fine Arts Gallery - 1988.143b.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1988/1988.143b.tif.json,
Q102971105,M113160324,1988.143a,"Screen painting of four cranes (three flying), with flowing water, bamboo, and cherry blossoms",1988,1988.143a.tif,"Screen painting of four cranes (three flying), with flowing water, bamboo, and cherry blossoms - Vanderbilt Fine Arts Gallery - 1988.143a.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1988/1988.143a.tif.json,
Q102971440,M113160354,1978.163,Shinzo Ukiyo E Ruiko,1978,1978.163.tif,Shinzo Ukiyo E Ruiko - Vanderbilt Fine Arts Gallery - 1978.163.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.163.tif.json,
Q102973016,M113160368,1979.0324P,Soldiers Before a Queen (Tribute to a Sultana),1979,1979.0324P.tif,Soldiers Before a Queen (Tribute to a Sultana) - Vanderbilt Fine Arts Gallery - 1979.0324P.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0324P.tif.json,
Q102973525,M113160387,1979.0284P,Strolling Musicians in an Inn Garden,1979,1979.0284P.tif,Strolling Musicians in an Inn Garden - Vanderbilt Fine Arts Gallery - 1979.0284P.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0284P.tif.json,
Q102973588,M113160401,1979.0098,"Study sketch for the painting, Christ's Entry Into Jerusalem",1979,1979.0098.tif,"Study sketch for the painting, Christ's Entry Into Jerusalem - Vanderbilt Fine Arts Gallery - 1979.0098.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0098.tif.json,
Q102973993,M113160418,1969.013,Tennessee Landscape,1969,1969.013.tif,Tennessee Landscape - Vanderbilt Fine Arts Gallery - 1969.013.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1969/1969.013.tif.json,
Q102974193,M113160443,1984.023,"The Flaming Gulph (Inferno, Canto 26) from Illustrations to Dante's Divine Comedy",1984,1984.023.tif,"The Flaming Gulph (Inferno, Canto 26) from Illustrations to Dante's Divine Comedy - Vanderbilt Fine Arts Gallery - 1984.023.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1984/1984.023.tif.json,
Q102974452,M113160494,1971.002,The Jungfrau,1971,1971.002.tif,The Jungfrau - Vanderbilt Fine Arts Gallery - 1971.002.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1971/1971.002.tif.json,
Q102974631,M113160581,1981.007,"The Old Homestead, Wyoming Valley",1981,1981.007.tif,"The Old Homestead, Wyoming Valley - Vanderbilt Fine Arts Gallery - 1981.007.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1981/1981.007.tif.json,
Q102974890,M113160624,1984.024,"The Vale of Disease (Inferno, Canto 29) from Illustrations to Dante's Divine Comedy",1984,1984.024.tif,"The Vale of Disease (Inferno, Canto 29) from Illustrations to Dante's Divine Comedy - Vanderbilt Fine Arts Gallery - 1984.024.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1984/1984.024.tif.json,
Q102974896,M113160669,1970.016,The Vegetable Vendor,1970,1970.016.tif,The Vegetable Vendor - Vanderbilt Fine Arts Gallery - 1970.016.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1970/1970.016.tif.json,
Q102975021,M113160710,1979.0134,"This View of the Falls of Montgomery, Quebec in the Distance, is by Special Permission, dedicated to his Most Excellent Majesty William the Fourth",1979,1979.0134.tif,"This View of the Falls of Montgomery, Quebec in the Distance, is by Special Permission, dedicated to his Most Excellent Majesty William the Fourth - Vanderbilt Fine Arts Gallery - 1979.0134.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0134.tif.json,
Q102975209,M113160730,1984.025,Title page to Flaxman's Illustrations to Dante's Divine Comedy,1984,1984.025.tif,Title page to Flaxman's Illustrations to Dante's Divine Comedy - Vanderbilt Fine Arts Gallery - 1984.025.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1984/1984.025.tif.json,
Q102975267,M113160738,1978.167,Tokudaiji Family Lineage,1978,1978.167.tif,Tokudaiji Family Lineage - Vanderbilt Fine Arts Gallery - 1978.167.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.167.tif.json,
Q102975692,M113160752,1978.157,Ukiyo E Ruiko,1978,1978.157.tif,Ukiyo E Ruiko - Vanderbilt Fine Arts Gallery - 1978.157.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.157.tif.json,
Q102975700,M113160761,1978.090,Ukiyo Shizuki (Floating World Drips),1978,1978.090.tif,Ukiyo Shizuki (Floating World Drips) - Vanderbilt Fine Arts Gallery - 1978.090.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.090.tif.json,
Q102976755,M113160768,1979.0126,"View of the Railway across Chat Moss, plate 5",1979,1979.0126.tif,"View of the Railway across Chat Moss, plate 5 - Vanderbilt Fine Arts Gallery - 1979.0126.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0126.tif.json,
Q102977193,M113160784,1979.0190P,Woman and Parrot,1979,1979.0190P.tif,Woman and Parrot - Vanderbilt Fine Arts Gallery - 1979.0190P.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0190P.tif.json,
Q103296557,M113160793,1988.014,"A scene from Laurence Sterne's novel ""A Sentimental Journey Through France and Italy.""",1988,1988.014.jpg,"A scene from Laurence Sterne's novel ""A Sentimental Journey Through France and Italy."" - Vanderbilt Fine Arts Gallery - 1988.014.jpg",https://iiif-library-manifests.s3.amazonaws.com/gallery/1988/1988.014.jpg.json,
Q103296598,M113160800,1977.015,A Turkish Cafe,1977,1977.015.tif,A Turkish Cafe - Vanderbilt Fine Arts Gallery - 1977.015.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1977/1977.015.tif.json,
Q103296642,M113160811,1977.006,Adoration of the Magi,1977,1977.006.tif,Adoration of the Magi - Vanderbilt Fine Arts Gallery - 1977.006.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1977/1977.006.tif.json,
Q103296674,M113160818,1975.012,"Albertus, Last Duke of Brabant",1975,1975.012.tif,"Albertus, Last Duke of Brabant - Vanderbilt Fine Arts Gallery - 1975.012.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1975/1975.012.tif.json,
Q103296766,M113160831,1999.140,Amida (Buddha) composed of minuscule Chinese characters,1999,1999.140.tif,Amida (Buddha) composed of minuscule Chinese characters - Vanderbilt Fine Arts Gallery - 1999.140.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1999/1999.140.tif.json,
Q103296837,M113160838,1988.144,Ancestral Portrait of an Elderly Man,1988,1988.144.JPG,Ancestral Portrait of an Elderly Man - Vanderbilt Fine Arts Gallery - 1988.144.JPG,https://iiif-library-manifests.s3.amazonaws.com/gallery/1988/1988.144.JPG.json,
Q103296847,M113160840,1988.145,Ancestral Portrait of an Elderly Woman,1988,1988.145.jpg,Ancestral Portrait of an Elderly Woman - Vanderbilt Fine Arts Gallery - 1988.145.jpg,https://iiif-library-manifests.s3.amazonaws.com/gallery/1988/1988.145.jpg.json,
Q103297085,M113160845,1978.068,"Artist's sketchbook with small ink sketches of figures, animals, birds, flowers, and landscapes",1978,1978.068.tif,"Artist's sketchbook with small ink sketches of figures, animals, birds, flowers, and landscapes - Vanderbilt Fine Arts Gallery - 1978.068.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.068.tif.json,
Q103297128,M113160867,1977.010,At the Spring,1977,1977.010.tif,At the Spring - Vanderbilt Fine Arts Gallery - 1977.010.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1977/1977.010.tif.json,
Q103298394,M113160890,1978.013,Chinese Landscape,1978,1978.013.tif,Chinese Landscape - Vanderbilt Fine Arts Gallery - 1978.013.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.013.tif.json,
Q103298575,M113160919,1984.027,Classical Woman's Head,1984,1984.027.tif,Classical Woman's Head - Vanderbilt Fine Arts Gallery - 1984.027.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1984/1984.027.tif.json,
Q103298982,M113160946,1986.076,Cumaean Sibyl (after Domenichino),1986,1986.076.tif,Cumaean Sibyl (after Domenichino) - Vanderbilt Fine Arts Gallery - 1986.076.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1986/1986.076.tif.json,
Q103299376,M113160958,1980.035,Drunken Man with Two Boy Servants Returning Home,1980,1980.035.JPG,Drunken Man with Two Boy Servants Returning Home - Vanderbilt Fine Arts Gallery - 1980.035.JPG,https://iiif-library-manifests.s3.amazonaws.com/gallery/1980/1980.035.JPG.json,
Q103299404,M113160964,1979.0236P,Dutch Interior,1979,1979.0236P.tif,Dutch Interior - Vanderbilt Fine Arts Gallery - 1979.0236P.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0236P.tif.json,
Q103299496,M113160973,1978.169,Edo Miyage,1978,1978.169.tif,Edo Miyage - Vanderbilt Fine Arts Gallery - 1978.169.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.169.tif.json,
Q103300321,M113160983,1978.093,Furyu Dansen Gun,1978,1978.093.tif,Furyu Dansen Gun - Vanderbilt Fine Arts Gallery - 1978.093.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.093.tif.json,
Q103300435,M113160992,1978.094,Gazo Su Chi (Monk's Robes),1978,1978.094.tif,Gazo Su Chi (Monk's Robes) - Vanderbilt Fine Arts Gallery - 1978.094.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.094.tif.json,
Q103300586,M113161003,2004.020,Girl with Long Hair and Bangs [Portrait of Anais],2004,2004.020.tif,Girl with Long Hair and Bangs -Portrait of Anais- - Vanderbilt Fine Arts Gallery - 2004.020.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/2004/2004.020.tif.json,"Uploaded but replace the square brackets in filename with dashes. API did not complain in upload, but failed to upload structured data."
Q103301237,M113161014,1978.100,Hitsuyu,1978,1978.100.tif,Hitsuyu - Vanderbilt Fine Arts Gallery - 1978.100.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.100.tif.json,
Q103301417,M113161032,1979.0087,Icon with Images of the Virgin and Standing Saints,1979,1979.0087.alt.tif,Icon with Images of the Virgin and Standing Saints - Vanderbilt Fine Arts Gallery - 1979.0087.alt.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0087.alt.tif.json,
Q103301423,M113161044,1978.051,Ikkyu Gaikotsu (The Teaching of Skeletons by Ikkyu),1978,1978.051.tif,Ikkyu Gaikotsu (The Teaching of Skeletons by Ikkyu) - Vanderbilt Fine Arts Gallery - 1978.051.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.051.tif.json,
Q103301440,M113161052,1972.004,Illustration depicting Vishnu and Garunda: Episode of Gajendra Moksha (salvation of the Elephant King) from Bhagavata Purana,1972,1972.004.tif,Illustration depicting Vishnu and Garunda- Episode of Gajendra Moksha (salvation of the Elephant King) from Bhagavata Purana - Vanderbilt Fine Arts Gallery - 1972.004.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1972/1972.004.tif.json,"API did not complain in upload, but failed to upload structured data. Apparently didn't like the colon."
Q103301689,M113161086,1978.154,Isame Gusa (Four volumes bound together),1978,1978.154.tif,Isame Gusa (Four volumes bound together) - Vanderbilt Fine Arts Gallery - 1978.154.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.154.tif.json,
Q103301777,M113161135,1972.091,Japanese Sutra,1972,1972.091.tif,Japanese Sutra - Vanderbilt Fine Arts Gallery - 1972.091.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1972/1972.091.tif.json,
Q103301924,M113161145,1978.089,"Kabuki Kitohajime, Volume 1",1978,1978.089.tif,"Kabuki Kitohajime, Volume 1 - Vanderbilt Fine Arts Gallery - 1978.089.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.089.tif.json,
Q103302083,M113161154,1978.045,"Keisai Ukiyo Gafu (The Book of Keisai's Popular Pictures), Volume 1 of 10",1978,1978.045.tif,"Keisai Ukiyo Gafu (The Book of Keisai's Popular Pictures), Volume 1 of 10 - Vanderbilt Fine Arts Gallery - 1978.045.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.045.tif.json,
Q103302182,M113161159,1978.078,Kojitsuke,1978,1978.078.tif,Kojitsuke - Vanderbilt Fine Arts Gallery - 1978.078.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.078.tif.json,
Q103302218,M113161165,1978.148,Kyaku shu Kantan Kyo,1978,1978.148.tif,Kyaku shu Kantan Kyo - Vanderbilt Fine Arts Gallery - 1978.148.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.148.tif.json,
Q103302228,M113161171,1978.111a,Kyosai Gaden Gaihen (First Part),1978,1978.111a.tif,Kyosai Gaden Gaihen (First Part) - Vanderbilt Fine Arts Gallery - 1978.111a.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.111a.tif.json,
Q103302357,M113161187,1985.004,Landscape,1985,1985.004.tif,Landscape - Vanderbilt Fine Arts Gallery - 1985.004.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1985/1985.004.tif.json,
Q103304813,M113161207,1979.0321P,Madonna and Child with St. Elizabeth and infant John the Baptist,1979,1979.0321P copy.tif,Madonna and Child with St. Elizabeth and infant John the Baptist - Vanderbilt Fine Arts Gallery - 1979.0321P copy.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0321P copy.tif.json,
Q103304858,M113161233,1978.092,"Mai So Ho Taizen (On Physiognomy, Eyebrows, Eyes and Noses)",1978,1978.092.tif,"Mai So Ho Taizen (On Physiognomy, Eyebrows, Eyes and Noses) - Vanderbilt Fine Arts Gallery - 1978.092.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.092.tif.json,
Q103304863,M113161238,1980.033,Male Ancestral Portrait,1980,1980.033.JPG,Male Ancestral Portrait - Vanderbilt Fine Arts Gallery - 1980.033.JPG,https://iiif-library-manifests.s3.amazonaws.com/gallery/1980/1980.033.JPG.json,
Q103305124,M113161252,1978.050,Masu Kagami (A Manual for Young Girls),1978,1978.050.tif,Masu Kagami (A Manual for Young Girls) - Vanderbilt Fine Arts Gallery - 1978.050.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.050.tif.json,
Q103305361,M113161272,1980.025,Mister Hasting,1980,1980.025.jpg,Mister Hasting - Vanderbilt Fine Arts Gallery - 1980.025.jpg,https://iiif-library-manifests.s3.amazonaws.com/gallery/1980/1980.025.jpg.json,
Q103305608,M113161288,1978.147,"Mukashi (Ehon) Monogatari, Volume 1",1978,1978.147.tif,"Mukashi (Ehon) Monogatari, Volume 1 - Vanderbilt Fine Arts Gallery - 1978.147.tif",https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.147.tif.json,
Q103305869,M113161302,1978.053,Nijushi-Ko Zue (Pictorial Accounts of the Four Examples of Filial Piety),1978,1978.053.tif,Nijushi-Ko Zue (Pictorial Accounts of the Four Examples of Filial Piety) - Vanderbilt Fine Arts Gallery - 1978.053.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1978/1978.053.tif.json,
Q103306344,M113161321,1979.0249P,Parlor Scene,1979,1979.0249P.tif,Parlor Scene - Vanderbilt Fine Arts Gallery - 1979.0249P.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0249P.tif.json,
Q103306358,M113161333,1971.068,Parvati on Nandi,1971,1971.068.tif,Parvati on Nandi - Vanderbilt Fine Arts Gallery - 1971.068.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1971/1971.068.tif.json,
Q103306836,M113161342,1975.018,Portrait,1975,1975.018.tif,Portrait - Vanderbilt Fine Arts Gallery - 1975.018.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1975/1975.018.tif.json,
Q103306849,M113161358,1990.004,Portrait of a Gentleman in a Garden,1990,1990.004.tif,Portrait of a Gentleman in a Garden - Vanderbilt Fine Arts Gallery - 1990.004.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1990/1990.004.tif.json,
Q103306857,M113161375,1991.024,Portrait of a Gentleman in Profile,1991,1991.024.tif,Portrait of a Gentleman in Profile - Vanderbilt Fine Arts Gallery - 1991.024.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1991/1991.024.tif.json,
Q103306879,M113161413,1979.0176,Portrait of a Lady,1979,1979.0176.tif,Portrait of a Lady - Vanderbilt Fine Arts Gallery - 1979.0176.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1979/1979.0176.tif.json,
Q103306902,M113161438,1986.013,Portrait of a Man,1986,1986.013.tif,Portrait of a Man - Vanderbilt Fine Arts Gallery - 1986.013.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1986/1986.013.tif.json,
Q103306922,M113161447,1992.335,Portrait of a Man in Armor,1992,1992.335.JPG,Portrait of a Man in Armor - Vanderbilt Fine Arts Gallery - 1992.335.JPG,https://iiif-library-manifests.s3.amazonaws.com/gallery/1992/1992.335.JPG.json,
Q103306927,M113161449,1992.336,Portrait of a Man in Red,1992,1992.336.JPG,Portrait of a Man in Red - Vanderbilt Fine Arts Gallery - 1992.336.JPG,https://iiif-library-manifests.s3.amazonaws.com/gallery/1992/1992.336.JPG.json,
Q103306966,M113161456,1986.008,Portrait of a Young Girl,1986,1986.008.tif,Portrait of a Young Girl - Vanderbilt Fine Arts Gallery - 1986.008.tif,https://iiif-library-manifests.s3.amazonaws.com/gallery/1986/1986.008.tif.json,
