VNV3TGG7	Article or chapter without published_in.	Positive Homeownership Attitudes, Homeownership Behavior, and Neighborhood Ties in Poor Urban Neighborhoods	
5KXGW7NW	Article or chapter without published_in.	Comeback Cities: A Blueprint for Urban Neighborhood Revival	
W35F6JDP	Article or chapter without published_in.	Black Intimacies: A Gender Perspective on Families and Relationships	
2TNWQ3W2	Article or chapter without published_in.	Voices among the Vulnerable: An Analysis of Native American Newspaper Articles	
HT8TGN9G	Article or chapter without published_in.	Ghetto	
VNQCPQVD	Unknown work type.	Gary, Indiana: A Tale of Two Cities	
3AQVF98C	Article or chapter without published_in.	Observing Privilege: Examining Race, Class, and Gender in Health and Human Service Organizations	
97QCC8J4	Article or chapter without published_in.	The Influence of Black Church Culture: How Black Church Leaders Frame the HIV/AIDS Discourse	
F2C7FHW7	Article or chapter without published_in.	Religion and Rap Music: An Analysis of Black Church Usage	
XP5DE6FG	Article or chapter without published_in.	American Dream Ideology	
65F9FNS9	Article or chapter without published_in.	Thomas, Clarence (1948- )	
5S94RZUA	Article or chapter without published_in.	Redlining	
BNRUGGE2	Article or chapter without published_in.	Racial Ghettoes	
KGHMGJ6E	Article or chapter without published_in.	Racial Difference in Poverty Rate	
9MI7V74Z	Article or chapter without published_in.	Race Matters	
2JPF6VWV	Article or chapter without published_in.	Parks, Rosa (1913- )	
936WTDT4	Article or chapter without published_in.	One-Drop Rule	
5A3FBGT4	Article or chapter without published_in.	Malcolm X (1925-1965)	
TFTX96IK	Article or chapter without published_in.	Kwanzaa	
Q9QQ3J3T	Article or chapter without published_in.	Farrakhan, Louis (1933- )	
MUTTE84C	Article or chapter without published_in.	Douglass, Frederick (1817-1895)	
AU2DHTNK	Article or chapter without published_in.	Culture of Poverty Thesis	
7VIUVCMH	Article or chapter without published_in.	Carmichael, Stokely (1941-1998)	
5A89G9CK	Article or chapter without published_in.	Blaming-the-Victim Argument	
9TZZZTTP	Article or chapter without published_in.	Black Family Instability Thesis	
ZTMIIWGF	Article or chapter without published_in.	'Black English' (Ebonics)	
6M4TAZQ2	Article or chapter without published_in.	Abolitionist Movement	
DQSHVZXY	Article or chapter without published_in.	Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences	
MZ4QUGFV	Article or chapter without published_in.	Introduction	
R2B8PTEM	Article or chapter without published_in.	Celebrating the Whole Body of Christ: Moving Beyond Binaries in Liturgy and Hymnody	
GD5HJA7K	Article or chapter without published_in.	Songs of Justice	
8KPT3MHS	Article or chapter without published_in.	Letting the Entire Body of Christ Speak. Moving Beyond the Female / Male Binary in Liturgy (Stephanie A. Budwey)	
SYZU82CE	Article or chapter without published_in.	From Ambiguity to Variability: Intersex and the Trinity as a Model for Diversity in the Body of Christ	
XJMSNJC4	Unknown work type.	May and Mary	
YX68L63U	Unknown work type.	60-Second Sermon: 4th Sunday in OT/after Epiphany	
38VSTSU4	Article or chapter without published_in.	What We Think is New is in Fact Very Old	
KMRWQGEN	Article or chapter without published_in.	Tempered Bodies, Tempered Voices: Giving Voice to Queer Creation	
NMLDGYB2	Article or chapter without published_in.	Worship, Gender, and Sexuality.	
FX7S592H	Article or chapter without published_in.	Über die binäre liturgische Sprache hinausgehen: Ein Plädoyer für inklusive und expansive Sprache (“Moving Beyond Binary Liturgical Language: The Case for Inclusive and Expansive Language”).	
EHGVWM85	Article or chapter without published_in.	That Old-Time Religion in Modern America: Evangelical Protestantism in the Twentieth Century (Book)	
PU5Z6PEX	Article or chapter without published_in.	Before Scopes: Evangelicalism, Education, and Evolution in Tennessee, 1870-1925	
MIVGZNPD	Article or chapter without published_in.	The Baptism of Early Virginia: How Christianity Created Race	
PHH4AAEQ	Article or chapter without published_in.	Plymouth Brethren and their Theology	
YTV8EKNY	Article or chapter without published_in.	Charles Hodge	
N6YF9LJT	Article or chapter without published_in.	Francis Asbury	
Q5Z8K3YC	Article or chapter without published_in.	Roger Williams	
TZRZE9MZ	Article or chapter without published_in.	John Adams	
9K2H8ZPS	Article or chapter without published_in.	Thomas Jefferson	
3WAF8IJ5	Article or chapter without published_in.	Christianity in the United States	
NGGU5WAX	Article or chapter without published_in.	North America	
UVK2SSUN	Article or chapter without published_in.	Postliberal Theology	
IURCAQGA	Article or chapter without published_in.	Radical Orthodoxy	
HZT8Q76F	Article or chapter without published_in.	Review of Eberhard Jüngel, God’s Being is in Becoming	
K28BV2BM	Article or chapter without published_in.	Review of Eberhard Jüngel, Theological Essays II	
WU8V4PJ3	Article or chapter without published_in.	Absolute Dependence or Infinite Desire? Comparing Soteriological Themes in Schleiermacher and Kierkegaard	
RH2CQWKN	Article or chapter without published_in.	Farrer’s Theism: Finite and Infinite	
9CANU9HM	Article or chapter without published_in.	f (S) I/s: The instance of pattern, or Kathryn Tanner’s trinitarianism	
F5Q9B7M8	Article or chapter without published_in.	At the bedside: Perspectives on the good death. Interview and article by Victor Judge	
NEI5X7P9	Article or chapter without published_in.	Invisible ministry at the edge. Interview and article by Bob Sitze	
H5ZXURTT	Article or chapter without published_in.	Giving my lamb for you	
HLNSLJ99	Unknown work type.	Peril: is virtual being there real pastoral care?	
QGF2SP5P	Unknown work type.	READ THIS BOOK  book review– March 2015 | VDS Voices | Vanderbilt University	
B6IWG6K7	Article or chapter without published_in.	Signifying Religion: Charles Long	
X6J7CAN9	Article or chapter without published_in.	Review of Jason Osder, Let the Fire Burn (documentary film)	
4UJUE6PG	Article or chapter without published_in.	Rethinking 'The Problem of the Color-Line:' Black Ideological Diversity and the Foundations of Racial Uplife, 1895-1915	
22VEC578	Article or chapter without published_in.	Encyclopedia of American studies	
ZFCPZETD	Article or chapter without published_in.	Encyclopedia of religion in America	
AIVD4FRX	Article or chapter without published_in.	McGee, Lewis A.	
SANNMEZE	Article or chapter without published_in.	Farmer, James	
HE3SQND9	Article or chapter without published_in.	Rastafari Theology, Reggae Music, and the Postcolonial Legacy of Bob Marley	
ATJ75FT4	Article or chapter without published_in.	Brown, Ethelred Egbert	
V8P89RMA	Article or chapter without published_in.	Encyclopedia of the Harlem Renaissance / Finkelman, Paul,; 1949-	
7MI86A67	Article or chapter without published_in.	The new encyclopedia of unbelief	
HQHHCK8N	Article or chapter without published_in.	A Jihad of words: the evolution of African American Islam and contemporary Hip Hop	
IUIDKSJB	Article or chapter without published_in.	'Lest we be scattered abroad': Nimrod, Marcus Garvey, Black religious humanism in Harlem and the legacy of Nimrod	
ZRR4U4KU	Article or chapter without published_in.	Emancipatory historiography as pedagogical praxis: the blessing and  curse of theological education for the Black self and subject	
39CCHMF8	Article or chapter without published_in.	Merging head, heart, and hand: Reverend Leon H. Sullivan and the black church's quest for economic justice	
W4GC525H	Article or chapter without published_in.	Review of Mark D. Morrison-Reed, ed. , Darkening the Doorways: Black Trailblazers and Missed Opportunities in Unitarian Universalism	
EBDUUCX8	Article or chapter without published_in.	Review of The Papers of Howard Washington Thurman. Volume 5: The Wider Ministry, January 1963-April 1981	
LXHGG4XD	Unknown work type.	Review  of  Henry  Louis  Gates,  Jr.  The  Black  Church:  This  Is  Our  Story,  This  Is  Our  Song	
TJUBEF2F	Article or chapter without published_in.	The God  That Never Failed: Black  Christian  Marxism  as Prophetic Call to  Action  and Hope	
BQPQYHYZ	Article or chapter without published_in.	Philadelphia’s opportunities industrialization center and the black church’s quest for economic justice	
CL5P75Z3	Article or chapter without published_in.	The good, the m.A.a.d, and the holy: Kendrick lamar’s meditations on sin and moral agency in the post-gangsta era	
S4UNYLZY	Article or chapter without published_in.	Black prophetic discourse and just war theory in the age of Obama: Religion in the age of Obama	
YLNAB3M6	Article or chapter without published_in.	Introduction: Religion in the age of Obama	
BR2AHSVN	Article or chapter without published_in.	The Church Here and Now: Critical Reflections	
3PDVJVIE	Article or chapter without published_in.	Redemptive Difference: What Can a Black Woman Teach Me?	
NAWTPWWH	Article or chapter without published_in.	Cultivating a Pedagogy of Possibility: The Moral Wisdom and Ethical Practice of Teaching as a Vocation	
WJP357ZT	Article or chapter without published_in.	Interdisciplinarity as Self and Subject: Metaphor and Transformation	
BNH9MD83	Article or chapter without published_in.	Black Feminist Thought and Difference in the Third Wave: The Identity Politics of Postmodern Feminism and Colorblind Ideology	
NPWXNQCI	Article or chapter without published_in.	Feminism: An Overview	
85FMPGBJ	Article or chapter without published_in.	African American Religions	
JE8DPVMN	Unknown work type.	Cultivating an Ethic of Black Preaching	
HDWUNSNH	Article or chapter without published_in.	Plato on reason	
ZRR4U4KU	Article or chapter without published_in.	Emancipatory historiography as pedagogical praxis: the blessing and  curse of theological education for the Black self and subject	
EBLCF38I	Article or chapter without published_in.	Ordering Our Steps, Engendering Ethics, and Race-ing Forward: The Promise and Peril of Organizations and Human Development	
ETC7JJ6M	Article or chapter without published_in.	Womanist Theology	
I3TMW96V	Article or chapter without published_in.	Response to Robert C. Roberts,” The Joy of Humility: The Beginning and End of the Virtues	
3NFDMJEB	Article or chapter without published_in.	Oppressive Humility: A Womanist View of Humility, Flourishing, and the Secret of Joy	
TT3H5Y69	Article or chapter without published_in.	The Devil that Occupies US: Social Sin and Sacred Silence in a Trumped Era	
F83DHPI4	Article or chapter without published_in.	First Natural then Spiritual’: The Context and Contours of Black Faith in the COVID-19 Era	
IUNAJ2VY	Article or chapter without published_in.	2020 Hindsight: The Racial Realization and Religious Significance of the COVID-19 Pandemic	
J378NDDQ	Article or chapter without published_in.	Purple Rein, Purple Reign: Fashioning Womanist Witness, Work and Worth of Black Women in the Making of Democracy	
8EKGZM5L	Article or chapter without published_in.	My Jesus is P-H-A-T: A Womanist Response	
TPDJDP6K	Article or chapter without published_in.	The Evidence of Things Not Seen: The Twin Viruses of Blind Faith and Color Blindness	
RSP52X4D	Article or chapter without published_in.	From embodied theodicy to embodied theos: Being Black, teaching Black: politics and pedagogy in religious studies	
X2PFCDLN	Article or chapter without published_in.	Introduction: Writing for our lives-Womanism as an epistemological revolution	
EZY9QTQN	Article or chapter without published_in.	Seeing and being seen: Examining the inner visions between race, relationality, and research: A response to the third case	
RVWWYNED	Article or chapter without published_in.	Church: Handbook of U.S. theologies of liberation	
R5MUB9S6	Article or chapter without published_in.	'I am black and beautiful, o ye daughters of Jerusalem...': African American virtue ethics and a womanist hermeneutics of redemption: African American religious life and the story of Nimrod	
UCUDWITI	Article or chapter without published_in.	Trauma	
25SRTFJN	Article or chapter without published_in.	The Queerest Cut of All: Freud, Beschneidung, Homosexualität und maskulines  Judentum	
ZUBV7G79	Article or chapter without published_in.	Blood Sin: Syphilis and the Construction of Jewish Identity	
NI575VX9	Article or chapter without published_in.	(G)nos(e)ology : the cultural construction of the other	
8TK87KDQ	Article or chapter without published_in.	Steven Beller, Antisemitism: A Very Short Introduction	
CPU7692P	Article or chapter without published_in.	The Rites of Responsibility: The Cinematic Rhetoric of Claude Lanzmann's Shoah (1985)	
4QR8PJCM	Article or chapter without published_in.	The unmanning of the Wandering Jew	
VIUUT5NZ	Article or chapter without published_in.	Tolerating Prejudice	
4Z52C8NG	Article or chapter without published_in.	The Aromatics of Jewish Difference: Or, Benjamin's Allegory of Aura	
4EPFMV6U	Article or chapter without published_in.	Un avenir sans Juifs. Les écrits prézionists du jeune Nordau	
ZZ3X84WX	Article or chapter without published_in.	Circumcision and Jewish Women's Identity: Rahel Levin Varnhagen's Failed  Assimilation	
VBR6N8MG	Article or chapter without published_in.	Teaching about Language and the Holocaust	
8VH9RN4H	Article or chapter without published_in.	Teaching Film in the Holocaust Curriculum	
T258SBIQ	Article or chapter without published_in.	Freud and/as a Jew in the Multicultural University	
CMTIFAG6	Article or chapter without published_in.	Freud, Blüher, and the Secessio Inversa: Männerbünde, Homosexuality, and Freud's  Theory of Cultural Formation	
B5ADABC9	Article or chapter without published_in.	Fetishism	
P8AQMD3N	Article or chapter without published_in.	Hairy Heine, or the Braiding of Gender and Ethnic Difference	
5FCNFV3C	Article or chapter without published_in.	Kafka’s ‘Schakale und Araber’ and the Question of Genre: ‘Gleichnis,’ ‘Tiergeschichte,’ or ‘dialektisches Bild’?	
WDH8VH9T	Article or chapter without published_in.	Abraham on Trial: The Social Legacy of Biblical Myth	
CMUD3RZA	Article or chapter without published_in.	Of Mice and Mensa: Antisemitism and the Jewish Genius	
SX22BEKI	Article or chapter without published_in.	'A glance at the nose': Freud's inscription of Jewish difference	
56SWAWD7	Article or chapter without published_in.	Eidola or Eidechsen? Kafka Asks Brod Asks Kraus Asks Heine a Jewish Question	
IMIPCMWS	Article or chapter without published_in.	Leaping Lizards Max: Kafka Asks Brod Asks Kraus Asks Heine a Jewish Question: and Not Judith Butler's	
MTF54HA6	Article or chapter without published_in.	Sigmund Freud	
VU562HZD	Article or chapter without published_in.	Review of Kaplan, Marion; Meyer, Beate, Jüdische Welten: Juden in Deutschland vom 18. Jahrhundert bis in die Gegenwart	
HZAU87ZN	Article or chapter without published_in.	Review of Hollander, Dana, Exemplarity and Chosenness: Rosenzweig and Derrida on the Nation of Philosophy	
XQ4IRTBE	Article or chapter without published_in.	Review of Bilski, Emily D.; Braun, Emily, Jewish Women and Their Salons: The Power of Conversation	
S2JG94Q9	Article or chapter without published_in.	Film and the Teaching of the Holocaust	
APT5J5MJ	Article or chapter without published_in.	Sigmund Freud und die Religion: Überlegungen zum Verhältnis von psychoanalytischem Denken und jüdischem Glauben	
WMA2TR5N	Article or chapter without published_in.	Freud v. Freud: Freud's Readings of the Denkwürdigkeiten eines Nervenkranken	
MGVLD8DT	Article or chapter without published_in.	Feuerbach on Religion	
D94SK4RY	Article or chapter without published_in.	‘Der Volf’ or the Jew as Out(side of the)law	
EYE6TJ4E	Article or chapter without published_in.	Long Contact with Significations	
M97FWTDD	Article or chapter without published_in.	On Eliza Slavet’s ‘Freud’s Theory of Jewishness,’	
XDTHDKUH	Unknown work type.	Circumcision and Male Jewish Survival during the Holocaust	
6LMGEG4I	Unknown work type.	Bestiarium Judaicum	
4W7AWNWW	Unknown work type.	Authorial Intentions	
IPKKCYD7	Unknown work type.	Jay Geller, “Bestiarium Judaicum: Unnatural Histories of the Jews” (Fordham UP, 2017)	
V79MX8X9	Article or chapter without published_in.	The Jewish Animot: Of Jews As Animals	
5RIWSYTF	Article or chapter without published_in.	"It’s ""alimentary"": Feuerbach and the dietetics of antisemitism"	
BAMI8L3L	Unknown work type.	Ariel, just fighting to get above water…by Yara González-Justiniano	
2YYQU7X9	Unknown work type.	A Puerto Rican Decolonial Theology: Prophesy Freedom, by Teresa Delgado. Palgrave McMillan, 2017. xv + 204 pages. $99.99.	
4EQ6VIGU	Article or chapter without published_in.	Paranoia	
IRNAIU6C	Article or chapter without published_in.	Cura Vitae: The Cure of Life and the Search to be Real	
VHUVPA46	Article or chapter without published_in.	Self-care and community	
U88K3668	Article or chapter without published_in.	Don't and can't get up: Serious depression	
4EM89DPU	Article or chapter without published_in.	Religious  metaphors and symbols in a psychiatric setting	
3AB6YYUR	Article or chapter without published_in.	Pastoral care and an imago Dei for the Technological Age	
NZM4TTN6	Article or chapter without published_in.	What does it mean to be Black and Christian?	
KNMXM7KH	Unknown work type.	Earth Day	
8X8QBDD3	Article or chapter without published_in.	Living with deferred hope	
QMR4VWZK	Article or chapter without published_in.	Economics and racism	
ANXT8QN9	Article or chapter without published_in.	The children have come to birth: a theological response for survival and quality of life	
UCQ7PJBH	Article or chapter without published_in.	World Religions and the Public Face of God	
V57MZMEZ	Article or chapter without published_in.	The Task for Every Christian	
9SV2KWPI	Article or chapter without published_in.	The Prosperity Gospel of the Mega Church	
QSQW53VI	Article or chapter without published_in.	The African American Pastor as Theologian	
NWKGX4I2	Article or chapter without published_in.	Pray for Prophets	
3DMFJR8N	Article or chapter without published_in.	Leadership and Struggle in Black Churches: Then and Now	
XSA3J4B3	Unknown work type.	Race, Religion and Politics: Evangelicals, Conservatives and Liberals Look for Common Ground	
RJGW82VB	Article or chapter without published_in.	Review of Mrs. Russell Sage: Women's activism and philanthropy in Gilded Age and Progressive Era America	
BJQW8BHX	Article or chapter without published_in.	Review of Original sin and everyday protestants: The theology of Reinhold Niebuhr, Billy Graham, and Paul Tillich in an age of anxiety	
2QZKTXS2	Unknown work type.	Ecumenical Protestantism’s Battle for Hearts and Knees – By James Hudnut-Beumler	
I9PHMIFD	Unknown work type.	History of Christianity » Blog Archive » New Books in Religious History: Hudnut-Beumler’s In Pursuit of the Almighty’s Dollar	
GUQ5Z85N	Article or chapter without published_in.	Tradition and Change: Curricular Trends in the Recent History of Theological Education	
AX34MJJT	Article or chapter without published_in.	The Church in North America	
37F7AAI3	Article or chapter without published_in.	Economy and Christianity: Economic studies of the history of Christianity in the United States	
2UVAVSCV	Unknown work type.	The 2001 opening convocation and installation of James Hudnut-Beumler as the fifteenth Dean of Vanderbilt Divinity School	
25JMXR4P	Article or chapter without published_in.	Shock and Awe: Life in Mr. Rumsfeld’s Neighborhood	
9TD8M57H	Unknown work type.	Riverside Church in the City of New York: A Brief History of its Founding, Leadership and Finances	
BANST2FB	Article or chapter without published_in.	Religion and Philanthropy	
T66QTQ4Z	Unknown work type.	Race, Religion and Politics: Evangelicals, Conservatives and Liberals Look for Common Ground - VAN	
BXDTPA8Q	Article or chapter without published_in.	Review of Lived religion in America: Toward a history of practice	
6K2EZ9E9	Unknown work type.	God in Country Music Videos	
3AQAAKV7	Unknown work type.	Podcast: 'Religion and Politics in the 2008 Election: A Look into the Future'	
XS4RGIXA	Article or chapter without published_in.	The National Organizational Structure of Protestant Denominations: An Invitation to a Conversation	
2PFUSDFN	Article or chapter without published_in.	The public church in retrospect and prospect	
GUGS7RC2	Article or chapter without published_in.	Religion and Suburbs	
EW2RQE7V	Article or chapter without published_in.	Historical myths about financing American Christianity	
75VAG9NV	Article or chapter without published_in.	Review of Houses of God: Region, Religion, and Agriculture in the United States	
