qid,label,doi,pmid
http://www.wikidata.org/entity/Q106976805,Criticism in critical times: reflections on vision and task,10.1353/JBL.2015.0002,
http://www.wikidata.org/entity/Q107275810,Commentary on Zaman: Taneja,,
http://www.wikidata.org/entity/Q107275811,Sewer Gas,,
http://www.wikidata.org/entity/Q107275812,"The Calls of Islam: Sufis, Islamists, and Mass Mediation in Urban Morocco",10.1086/693118,
http://www.wikidata.org/entity/Q107275814,Jinnealogy: Everyday Life and Islamic Theology in Post-Partition Delhi,10.14318/HAU3.3.007,
http://www.wikidata.org/entity/Q107275815,Poetry Among the Ruins,,
http://www.wikidata.org/entity/Q107275816,Saintly Animals: The Shifting Moral and Ecological Landscapes of North India,10.1215/1089201X-3138988,
http://www.wikidata.org/entity/Q107275817,"Book Review: Ruth Vanita, Gender, Sex, and the City: Urdu Rekhti Poetry in India, 1780–1870",10.1177/0019464614527537,
http://www.wikidata.org/entity/Q107275818,Saintly Visions: Other Histories and History's Others in the Medieval Ruins of Delhi,10.1177/0019464612463843,
http://www.wikidata.org/entity/Q107275819,Pirate Modernity: Delhi's Media Urbanism,10.1080/09584935.2011.594289,
http://www.wikidata.org/entity/Q107275821,Bombay Cinema: An Archive of the City,10.1080/09584930902834202,
http://www.wikidata.org/entity/Q107275822,"Village Cosmopolitans: Or, I See Kabul from Lado Sarai",,
http://www.wikidata.org/entity/Q107275824,"History and Heritage Woven in the New Urban Fabric: The Changing Landscapes of Delhi's ‘First City’. Or, Who Can Tell the Histories of Lado Sarai?",,
http://www.wikidata.org/entity/Q107275826,Begum Samru and the Security Guard,,
http://www.wikidata.org/entity/Q107275828,Synchronicities: Baghdad/Delhi,,
http://www.wikidata.org/entity/Q107275829,"Lost in La Mancha: Terry Gilliam, Holy Fools, Pirates and the Mulla",,
http://www.wikidata.org/entity/Q107275830,"Culture of Encounters: Sanskrit at the Mughal Court, by Audrey Truschke",10.1080/00856401.2017.1379220,
http://www.wikidata.org/entity/Q107275831,‘Veins of Silver’,,
http://www.wikidata.org/entity/Q107275832,How New Delhi Was Founded,,
http://www.wikidata.org/entity/Q107275833,Stereotyping the Muslim in Bombay Cinema,,
http://www.wikidata.org/entity/Q107275834,A City Without Time,,
http://www.wikidata.org/entity/Q107275835,Muslimness in Hindi Cinema,,
http://www.wikidata.org/entity/Q107276607,"Introduction: Animals, Ethics, and Enchantment in South Asia and the Middle East",10.1215/1089201X-3138976,
http://www.wikidata.org/entity/Q107276609,[The Myth of Archaeology and the Archaeology of Myth: Purana Qila],,
http://www.wikidata.org/entity/Q107276783,"Between Collective Memory & History, The Jinn Lives On",,
http://www.wikidata.org/entity/Q107276897,"Nature, History, and the Sacred in the Medieval Ruins of Delhi",,
http://www.wikidata.org/entity/Q107277075,On Intellectual Hospitality and the Plenitude of Time: A Response to Bardawil,,
http://www.wikidata.org/entity/Q107277189,On The Real Tragedy of Secular Modernity: Anand Vivek Taneja,,
http://www.wikidata.org/entity/Q107277767,"Village Cosmopolitanisms: Or, I See Kabul from Lado Sarai",,
http://www.wikidata.org/entity/Q107296865,Christianity in Roman Africa: the development of its practices and beliefs,,
http://www.wikidata.org/entity/Q107302748,A holy baptism of fire and blood: the Bible and the American Civil War,10.1093/OSO/9780190902797.001.0001,
http://www.wikidata.org/entity/Q107310165,Quaestio Disputata: Divine Virtues and Divine Ideas of Virtues,10.1177/0040563920934196,
http://www.wikidata.org/entity/Q108748206,In a Blaze of Glory: Womanist Spirituality as Social Witness,,
http://www.wikidata.org/entity/Q108765612,Beyond Monotheism: A Theology of Multiplicity,,
http://www.wikidata.org/entity/Q108765613,Re-imagining the Divine: Confronting the Backlash Against Feminist Theology,,
http://www.wikidata.org/entity/Q108765614,Awake to the Moment: An Introduction to Theology,,
http://www.wikidata.org/entity/Q108765615,Polydoxy: Theology of Multiplicity and Relation,,
http://www.wikidata.org/entity/Q108765616,Queer Soul and Queer Theology: Ethics and Redemption in Real Life,,
http://www.wikidata.org/entity/Q108802810,"Setting the Context: A Brief History of Science by a Sympathetic Theologian: Aristotle and Plato, Islamic Science, Medieval Science and the West, Reformation and the Renaissance, Descartes, Newton, Darwin, Freud",,
http://www.wikidata.org/entity/Q108802811,Promiscuous Incarnation,,
http://www.wikidata.org/entity/Q108802812,What Race is Your Sex?,,
http://www.wikidata.org/entity/Q108802813,Love We Cannot Not Want: A Response to Kwok Pui-lan,,
http://www.wikidata.org/entity/Q108802814,What if it is a Choice?: Some Implications of the Homosexuality Debates for Theology,,
http://www.wikidata.org/entity/Q108802815,"Homosexuality, Queer Theory, and Christian Theology",,
http://www.wikidata.org/entity/Q108802816,The Courage to See and to Sin: Mary Daly's Elemental Transformation of Paul Tillich's Ontology: Feminist Interpretations of Mary Daly,,
http://www.wikidata.org/entity/Q108802817,Queer Theory,,
http://www.wikidata.org/entity/Q108802818,The Gravity of Love,,
http://www.wikidata.org/entity/Q108802819,"When the World is Alive, Spirit is Not Dismembered : Philosophical Reflections on the Good Mind",,
http://www.wikidata.org/entity/Q108802821,Yahwist Desires: Imagining Divinity Queerly,,
http://www.wikidata.org/entity/Q108802822,Divine Promiscuity,,
http://www.wikidata.org/entity/Q108802823,"""Nothing in This World is Indifferent to Us"" : A Dialogical Reflection on the Queerness of Theology and Science",,
http://www.wikidata.org/entity/Q108802824,More Than a Feeling: A Queer Notion of Survivance,,
http://www.wikidata.org/entity/Q108802826,"Healing Anthropology: History, Health and Science in Systematic Theology",,
http://www.wikidata.org/entity/Q108802827,God,,
http://www.wikidata.org/entity/Q108802828,Arms Control Impact Statements,,
http://www.wikidata.org/entity/Q108802829,"AIDS, Teens and the Church: A Leaders’ Guide",,
http://www.wikidata.org/entity/Q108802830,"Language, Violence, and God",,
http://www.wikidata.org/entity/Q108802831,Who Sees Eye To Eye: Date/Acquaintance Rape and Right Relationship,,
http://www.wikidata.org/entity/Q108802895,What Race is Your Sex?,,
http://www.wikidata.org/entity/Q108816828,"Meeting God on the Cross: Christ, the Cross, and the Feminist Critique",10.1177/0040573612473031G,
http://www.wikidata.org/entity/Q108816830,After Christianity,,
http://www.wikidata.org/entity/Q108816831,The Face of the Deep: A Theology of Becoming,10.1086/426990,
http://www.wikidata.org/entity/Q108816832,Native Americans and the Christian Right: The Gendered Politics of Unlikely Alliances,10.1177/009430610903800430,
http://www.wikidata.org/entity/Q108816833,"Homosexuality, Queer Theory, and Christian Theology",10.1111/J.1748-0922.2000.TB00355.X,
http://www.wikidata.org/entity/Q108816834,"Review of The Serpent and the Goddess by Mary Condren (HarperCollins, 1989)",,
http://www.wikidata.org/entity/Q108816835,"Defying the Darkness: Gay Theology in the Shadows by Michael J.  Clark (Cleveland: Pilgrim Press, 1997)",10.1111/J.1748-0922.1998.TB00344.X,
http://www.wikidata.org/entity/Q108816836,"In A Blaze of Glory: Womanist Spirituality as Social Witness by Emilie Townes (Nashville, Abingdon Press, 1995)",10.1111/J.1748-0922.1998.TB00344.X,
http://www.wikidata.org/entity/Q108816837,"When God Becomes Goddess: The Transformation of American  Religion, by Richard Grigg (NY: Continuum, 1995)",10.1111/J.1748-0922.1997.TB00325.X,
http://www.wikidata.org/entity/Q108816838,"Dictionary of Feminist Theologies, edited by Letty M. Russell and J.  Shannon Clarkson (Louisville KY: Westminster John Knox Press, 1996)",10.1111/J.1748-0922.1997.TB00315.X,
http://www.wikidata.org/entity/Q108816839,Michelle Voss Roberts' Dualities,10.7825/2164-6279.1481,
http://www.wikidata.org/entity/Q108816840,Becoming Divine: Towards a Feminist Philosophy of Religion,,
http://www.wikidata.org/entity/Q109404829,Christianity and Empire,10.1111/REC3.12158,
http://www.wikidata.org/entity/Q109404830,Black Church Giving,10.1177/2158244013490706,
http://www.wikidata.org/entity/Q109407333,Just Capitalism: A Christian Ethic of Globalization. By Brent Waters,10.1093/JCS/CSX097,
http://www.wikidata.org/entity/Q109407334,Deep solidarity: Broadening the basis of transformation,10.4102/HTS.V73I3.4578,
http://www.wikidata.org/entity/Q109407335,"Empire, Deep Solidarity, and the Future of Liberation Theology",10.1080/1462317X.2017.1311060,
http://www.wikidata.org/entity/Q109407336,The Touch of Transcendence: A Postcolonial Theology of God - By Mayra Rivera,10.1111/J.1748-0922.2009.01360_24.X,
http://www.wikidata.org/entity/Q109407337,Controversies in Political Theology: Development or Liberation? - By Thia Cooper,10.1111/J.1748-0922.2009.01360_6.X,
http://www.wikidata.org/entity/Q109407338,Karl Barth: God's Word in Action - By Paul S. Chung,10.1111/J.1748-0922.2010.01443_8.X,
http://www.wikidata.org/entity/Q109407937,The Ethics of Wealth in a World of Economic Inequality: A Christian Perspective in a Buddhist-Christian Dialogue,10.1353/BCS.2013.0018,
http://www.wikidata.org/entity/Q109408050,Power and Christian Theology - By Stephen Sykes,10.1111/J.1748-0922.2009.01360_28.X,
http://www.wikidata.org/entity/Q109408051,Power and Empire in the Study of Nineteenth-Century Theology: The Case of Schleiermacher,10.1515/ZNTH-2013-0004,
http://www.wikidata.org/entity/Q109408052,Radikale Theologie - By Ingolf U. Dalferth,10.1111/J.1748-0922.2012.01596_11.X,
http://www.wikidata.org/entity/Q109408054,Re-envisioning Ecotheology and the Divine from the Margins,10.1558/ECOT.9.1.65.36243,
http://www.wikidata.org/entity/Q109408056,Religion and Class,10.25148/CRCP.4.1.16092142,
http://www.wikidata.org/entity/Q109408058,"Solidarisch Mensch Werden: Psychische Und Soziale Destruktion IM Neoliberalismus-Wege Zu Ihrer Überwindung - By Ulrich Duchrow, Reinhold Bianchi, René Krüger, and Vincenzo Petracca",10.1111/J.1748-0922.2007.00171_47.X,
http://www.wikidata.org/entity/Q109408059,The Politics of Human Frailty: A Theological Defence of Political Liberalism – By Christopher J. Insole,10.1111/J.1748-0922.2007.00200_42.X,
http://www.wikidata.org/entity/Q109408060,Divine Currency: The Theological Power of Money in the West - By Devin Singh,10.1080/1462317X.2020.1734282,
http://www.wikidata.org/entity/Q109408061,"The Turning of the Tide: Theology, Religion, and Economics",10.1111/DIAL.12007,
http://www.wikidata.org/entity/Q109408063,Wesleyan Perspectives on the New Creation – Edited by M. Douglas Meeks,10.1111/J.1748-0922.2007.00200_41.X,
http://www.wikidata.org/entity/Q109408064,The Cambridge Companion to Liberation Theology Edited by Christopher Rowland,10.1177/004057360005700130,
http://www.wikidata.org/entity/Q109408065,"Where is God? Earthquake, Terrorism, Barbarity, and Hope - By Jon Sobrino",10.1177/004057360606300213,
http://www.wikidata.org/entity/Q109408066,The Suffering of Economic Injustice: A Response to Ulrich Duchrow and David Loy,10.1353/BCS.2014.0032,
http://www.wikidata.org/entity/Q109408068,"Religion, Labor, Class, and Justice: Buddhist—Christian Dialogue in Fresh Perspective",10.1353/BCS.2019.0011,
http://www.wikidata.org/entity/Q109408069,Occupy Religion: Theology of the Multitude and Interreligious Dialogue,10.1353/BCS.2014.0023,
http://www.wikidata.org/entity/Q109408070,Theology and Mission Between Neocolonialism and Postcolonialism,10.1163/1573383042653677,
http://www.wikidata.org/entity/Q109408071,"Is Political and Intercultural Theology Real Theology, and Why Should Anyone Care?",10.1558/37326,
http://www.wikidata.org/entity/Q109408074,Book Review: With the Grain of the Universe: The Church's Witness and Natural Theology,10.1177/002096430005600312,
http://www.wikidata.org/entity/Q109408075,Book Review: Theologie aus asiatischen Quellen: Der theologische Weg Choan-Seng Songs vor dem Hintergrund der asiatischen ökumenischen Diskussion,10.1177/002096439605000334,
http://www.wikidata.org/entity/Q109408076,Capitalism and Christian theology,10.1111/REC3.12350,
http://www.wikidata.org/entity/Q109408077,Engaging whiteness (more) constructively: Conversations with James Cone and Frederick Herzog on the future of race and class in theology,10.1177/0034637320903301,
http://www.wikidata.org/entity/Q109408079,Hoping against Hope: Dealing with Hopelessness in Ancient Times and Today †,10.3390/REL11070331,
http://www.wikidata.org/entity/Q109408080,Restructuring Interreligious Dialogue from the Bottom Up through the Lenses of Deep Solidarity and the Multitude,10.1111/EREV.12468,
http://www.wikidata.org/entity/Q109408397,Protestants and giving: The tithes that bind?,10.1002/PF.41219950707,
http://www.wikidata.org/entity/Q109408398,"Idols, Fetishes and Foreskins: The Other of Religion",10.1006/RELI.1997.0070,
http://www.wikidata.org/entity/Q109408399,Academic Freedom and the Plight of German Theological Studies,10.1006/RELI.2002.0417,
http://www.wikidata.org/entity/Q109408400,The Gentilemen's Agreement,10.1006/RELI.2002.0419,
http://www.wikidata.org/entity/Q109408403,Comment,10.1007/BF02779045,
http://www.wikidata.org/entity/Q109408404,Seeing Things Differently and Not Being Looked At,10.1007/S11089-009-0237-3,
http://www.wikidata.org/entity/Q109408522,Resistance to Women in Ministry and the Psychodynamics of Sadness,10.1007/S11089-010-0299-2,
http://www.wikidata.org/entity/Q109408524,Revisiting Forgiveness as a Pastoral Theological “Problem”,10.1007/S11089-012-0435-2,
http://www.wikidata.org/entity/Q109408525,On Getting away with It: Jesus and the Temptation in the Desert,10.1007/S11089-013-0511-2,
http://www.wikidata.org/entity/Q109408526,The Memory of Feeling: Envy and Happiness,10.1007/S11089-013-0555-3,
http://www.wikidata.org/entity/Q109408527,A Review of Kirk A. Bingaman’s The Power of Neuroplasticity for Pastoral and Spiritual Care,10.1007/S11089-015-0668-Y,
http://www.wikidata.org/entity/Q109408528,Getting it Write: On the Craft of Academic Writing,10.1007/S11089-016-0707-3,
http://www.wikidata.org/entity/Q109408530,"The Organ of Tactility: Fantasy, Image, and Male Masturbation",10.1007/S11089-017-0797-6,
http://www.wikidata.org/entity/Q109408531,The Living Human Web: A Twenty-five Year Retrospective,10.1007/S11089-018-0811-7,
http://www.wikidata.org/entity/Q109408533,“I’m the King of Debt”: Pastoral Reflections on Debt in the Age of Trump,10.1007/S11089-018-0847-8,
http://www.wikidata.org/entity/Q109408534,The Psychodynamics of Conversion: Winnicottian Perspectives on the Transformation of Job,10.1007/S11089-020-00910-9,
http://www.wikidata.org/entity/Q109408535,Toys: a Man Has His Reasons. Winnicottian Perspectives on the Playing of Men,10.1007/S11089-021-00937-6,
http://www.wikidata.org/entity/Q109408536,The Least of These: Black Church Children’s and Youth Outreach Efforts,10.1007/S12111-008-9035-8,
http://www.wikidata.org/entity/Q109408537,"Theological, Denominational, and Organizational Influences on Ecumenical Involvement between Black and White Churches",10.1007/S12111-009-9086-5,
http://www.wikidata.org/entity/Q109408538,Black Megachurches: Social Gospel Usage and Community Empowerment,10.1007/S12111-010-9148-8,
http://www.wikidata.org/entity/Q109408540,Black Church Electoral and Protest Politics from 2002 to 2012: a Social Media Analysis of the Resistance Versus Accommodation Dialectic,10.1007/S12111-013-9263-4,
http://www.wikidata.org/entity/Q109408541,"To Educate, Equip, and Empower: Black Church Sponsorship of Tutoring or Literary Programs",10.1007/S13644-014-0173-2,
http://www.wikidata.org/entity/Q109408542,Interprofessional Simulation for Nursing and Divinity Students: Learning Beyond Checklists,10.1016/J.ECNS.2019.05.002,
http://www.wikidata.org/entity/Q109408544,"Too Poor to Get Sick? The Implications of Place, Race, and Costs on the Health Care Experiences of Residents in Poor Urban Neighborhoods",10.1016/S0275-4959(04)22003-8,
http://www.wikidata.org/entity/Q109408545,"Alistair Dougall. The Devil's Book: Charles I, the Book of Sports and Puritanism in Tudor and Early Stuart England.",10.1017/JBR.2013.70,
http://www.wikidata.org/entity/Q109408546,Hitler's Monsters: A Supernatural History of the Third Reich. By Eric Kurlander.,10.1017/S000893891800047X,
http://www.wikidata.org/entity/Q109408547,Baptists in America. By Bill J. Leonard. Columbia Contemporary American Religion Series.,10.1017/S0009640708001509,
http://www.wikidata.org/entity/Q109408549,Cotton Mather and Biblia Americana: America's First Bible Commentary. Essays in Reappraisal. Edited by Reiner Smolinski and Jan Stievermann.,10.1017/S000964071300036X,
http://www.wikidata.org/entity/Q109408551,The Syro-Palestinian Context of Solomon's Dream,10.1017/S0017816000014267,
http://www.wikidata.org/entity/Q109408552,Reason and religion in the English Revolution. The challenge of Socinianism. By Sarah Mortimer.,10.1017/S002204691300119X,
http://www.wikidata.org/entity/Q109408553,“The Word of the Lord”: Liturgy's Use of Scripture. By David N. Power,10.1017/S0360966900010318,
http://www.wikidata.org/entity/Q109409866,The Burning of Rebellious Thoughts: MOVE as Revolutionary Black Humanism,10.1080/00064246.2002.11431166,
http://www.wikidata.org/entity/Q109409867,Enter Into His Gates: An Analysis of Black Church Participation Patterns,10.1080/02732170802584351,
http://www.wikidata.org/entity/Q109409868,Healing and Anointing: Introduction,10.1080/04580630701273918,
http://www.wikidata.org/entity/Q109409869,Challenges and Resources for a Liturgical Theology of Healing: Roman Catholic Practice and Postmodern Theory,10.1080/04580630701274023,
http://www.wikidata.org/entity/Q109409870,The Narrative Function of Preaching,10.1080/04580638909408930,
http://www.wikidata.org/entity/Q109409871,Peace and Justice: The Eucharistic Community of Gifting,10.1080/0458063X.1996.10392325,
http://www.wikidata.org/entity/Q109409872,Good Table Manners? The Presence and Participation of Fellow Christians at Roman Catholic Mass,10.1080/0458063X.2016.1155912,
http://www.wikidata.org/entity/Q109409873,"Confessing Sin, Proclaiming Reconciliation in Contemporary U.S. Catholic Liturgy",10.1080/0458063X.2019.1559614,
http://www.wikidata.org/entity/Q109409874,The folklore of state socialism: Semiotics and the study of the Soviet state,10.1080/09668138308411498,
http://www.wikidata.org/entity/Q109409875,Epistemology or Bust: Where are we Really Headed?,10.1080/10649867.1992.11745294,
http://www.wikidata.org/entity/Q109409876,Remembering the Dismembered: Teaching for Transformation and Restoration,10.1080/10649867.2006.11745277,
http://www.wikidata.org/entity/Q109409878,Womanist–Lesbian Pastoral Ethics: A Post-Election Perspective,10.1080/10649867.2017.1315791,
http://www.wikidata.org/entity/Q109409896,Understanding Pastoral Counseling,10.1080/10649867.2016.1178987,
http://www.wikidata.org/entity/Q109417469,"Hegemonic Imagination, Historical Ethos, and Colonized Minds in the Pedagogical Space: Pastoral Ethics and Teaching as if our Lives Depended on it",10.1080/10649867.2018.1452691,
http://www.wikidata.org/entity/Q109417472,Empowering Activist Pedagogies in Pastoral Theology: Accountabilities and Transformative Possibilities,10.1080/10649867.2018.1453015,
http://www.wikidata.org/entity/Q109417475,"Object Relations, Buddhism, and Relationality in Womanist Practical Theology",10.1080/10649867.2019.1673042,
http://www.wikidata.org/entity/Q109417477,A Case Study of the Working Poor Single Mother Experience: An Analysis of the Structure versus Agency Discourse,10.1080/10875540801973575,
http://www.wikidata.org/entity/Q109417480,The Ebonics Enigma: An analysis of attitudes on an urban college campus,10.1080/1361332032000109628,
http://www.wikidata.org/entity/Q109417483,"African American Religions, 1500–2000: Colonialism, Democracy, and Freedom",10.1080/14769948.2016.1186351,
http://www.wikidata.org/entity/Q109417487,"“Be Real Black for Me”: The Icon, Idol, and Incarnation of America’s First Black President",10.1080/14769948.2018.1411752,
http://www.wikidata.org/entity/Q109417489,“That’s Not How the Story Ends:” Vincent Harding’s Liberating Vision of African American Religious History,10.1080/14769948.2019.1680515,
http://www.wikidata.org/entity/Q109417493,Women in Late Antiquity: Pagan and Christian Lifestyles. Gillian Clark,10.1086/489478,
http://www.wikidata.org/entity/Q109417495,"The New Moses: A Matthean Typology. Dale C. Allison, Jr.",10.1086/489630,
http://www.wikidata.org/entity/Q109417499,Dual Allegiance: Freud as a Modern Jew by Moshe Gresser,10.1086/489841,
http://www.wikidata.org/entity/Q109417501,The Jewish Novel in the Ancient World. Lawrence M. Wills,10.1086/490019,
http://www.wikidata.org/entity/Q109417502,Vehicle for God: The Metaphorical Theology of Eberhard Jüngel. Roland Daniel Zimany,10.1086/490042,
http://www.wikidata.org/entity/Q109417503,The Fourth Great Awakening and the Future of Egalitarianism. Robert William Fogel,10.1086/490953,
http://www.wikidata.org/entity/Q109417504,"The Ambiguous Infinite: Jüngel, Marion, and the God of Descartes",10.1086/490995,
http://www.wikidata.org/entity/Q109417505,Jesus and the Politics of Interpretation. Elisabeth Schüssler Fiorenza,10.1086/491229,
http://www.wikidata.org/entity/Q109417506,The Servant’s Tale: How Rebekah Found a Spouse,10.1086/511101,
http://www.wikidata.org/entity/Q109417507,"Mark Edmundson, . The Death of Sigmund Freud: The Legacy of His Last Days.",10.1086/590043,
http://www.wikidata.org/entity/Q109417509,"Hayes, Peter, and John K. Roth, eds. The Oxford Handbook of Holocaust Studies.",10.1086/663750,
http://www.wikidata.org/entity/Q109417510,"Friends of the Unrighteous Mammon: Northern Christians and Market Capitalism, 1815–1860 by Stewart Davenport",10.1086/AHR.114.1.167,
http://www.wikidata.org/entity/Q109417511,Stefania Tutino . Thomas White and the Blackloists: Between Politics and Theology during the English Civil War,10.1086/AHR.115.2.605,
http://www.wikidata.org/entity/Q109417512,Otto Maduro: In Remembrance and Celebration,10.1093/JAAREL/LFT110,
http://www.wikidata.org/entity/Q109417513,Work and Faith in the Kentucky Coal Fields: Subject to Dust. By Richard J. Callahan Jr.,10.1093/JAHIST/96.3.863,
http://www.wikidata.org/entity/Q109417514,To Serve the Living: Funeral Directors and the African American Way of Death. By Suzanne E. Smith.,10.1093/JAHIST/97.3.835,
http://www.wikidata.org/entity/Q109417515,Mau Mau in Harlem? The U.S. and the Liberation of Kenya,10.1093/JAHIST/JAS183,
http://www.wikidata.org/entity/Q109417516,The Iconography of Malcolm X,10.1093/JAHIST/JAU565,
http://www.wikidata.org/entity/Q109417517,America's Public Bible: Biblical Quotations in U.S. Newspapers,10.1093/JAHIST/JAX556,
http://www.wikidata.org/entity/Q109417518,New World A-Coming: Black Religion and Racial Identity during the Great Migration,10.1093/JAHIST/JAY097,
http://www.wikidata.org/entity/Q109417519,Why Politics Needs Religion: The Place of Religious Arguments in the Public Square. By Brendan Sweetman.,10.1093/JCS/49.3.555,
http://www.wikidata.org/entity/Q109417520,"In the Beginning Was the Word: The Bible in American Public Life, 1492-1783. By Mark A. Noll",10.1093/JCS/CSY024,
http://www.wikidata.org/entity/Q109417521,"Where 'Difference is the Norm': Exploring Refugee Student Ethnic Identity Development, Acculturation, and Agency at Shaw Academy",10.1093/JRS/FET050,
http://www.wikidata.org/entity/Q109417523,Particularism and Universalism in the Sermon on the Mount: A Narrative-Critical Analysis of Matthew 5-7 in the Light of Matthew's View on Mission. By Boris Paschke,10.1093/JTS/FLU145,
http://www.wikidata.org/entity/Q109417524,Exploring Our Hebraic Heritage: A Christian Theology of Roots and Renewal. By Marvin R. Wilson,10.1093/JTS/FLX006,
http://www.wikidata.org/entity/Q109417525,A Paleontological View of Freud's Study of Religion: Unearthing the Leitfossil Curcumcision,10.1093/MJ/13.1.49,
http://www.wikidata.org/entity/Q109417526,Atheist Jew or Atheist Jew: Freud’s Jewish Question and Ours,10.1093/MJ/KJJ001,
http://www.wikidata.org/entity/Q109417527,Godless Intellectuals? The Intellectual Pursuit of the Sacred Reinvented,10.1093/SOCREL/SRU010,
http://www.wikidata.org/entity/Q109417528,The Black Church Revisited: Toward a New Millennium DuBoisian Mode of Inquiry,10.1093/SOCREL/SRU056,
http://www.wikidata.org/entity/Q109417530,Towards a Religious History of the Black Atlantic: Charles H. Long's Significations and New World Slavery,10.1111/1467-9809.12409,
http://www.wikidata.org/entity/Q109417531,"Identity Quests, Indebted Diversities, and Serving “The Church”: Living the Questions of Ministerial Formation",10.1111/CROS.12360,
http://www.wikidata.org/entity/Q109417532,Surge of Piety: Norman Vincent Peale and the Remaking of American Religious Life. By Christopher Lane.,10.1111/HISN.12942,
http://www.wikidata.org/entity/Q109417533,Teaching for Conflict Resolution: Metaethical Case Study Analysis as a Teaching Strategy,10.1111/J.1467-9647.2010.00623.X,
http://www.wikidata.org/entity/Q109417534,Responses to the AAR-Teagle White Paper: “The Religious Studies Major in a Post-9/11 World”,10.1111/J.1467-9647.2010.00673.X,
http://www.wikidata.org/entity/Q109417536,"On Being Heard but not Seen: Milbank and Lash on Aquinas, Analogy and Agnosticism",10.1111/J.1468-0025.2009.01596.X,
http://www.wikidata.org/entity/Q109417538,The New Spirituality: An Introduction to Progressive Belief in the Twenty-First Century - By Gordon Lynch,10.1111/J.1479-2214.2010.00182.X,
http://www.wikidata.org/entity/Q109417539,Book Review: Black on the Block: The Politics of Race and Class in the City,10.1111/J.1540-6040.2007.00242_3.X,
http://www.wikidata.org/entity/Q109417540,Teaching to Transform: From Volatility to Solidarity in an Interdisciplinary Family Studies Classroom*,10.1111/J.1741-3729.2001.00317.X,
http://www.wikidata.org/entity/Q109417541,Mothering While Imprisoned: The Effects of Family and Child Dynamics on Mothering Attitudes,10.1111/J.1741-3729.2011.00696.X,
http://www.wikidata.org/entity/Q109417543,"Religion, Race, and Bridge Building in Economic Justice Coalitions",10.1111/J.1743-4580.2008.01220.X,
http://www.wikidata.org/entity/Q109417545,Sex and Character: An Investigation of Fundamental Principles – By Otto Weininger,10.1111/J.1748-0922.2008.00238.X,
http://www.wikidata.org/entity/Q109417546,The Evangelical Conversion Narrative: Spiritual Autobiography in Early Modern England - By D. Bruce Hindmarsh,10.1111/J.1748-0922.2009.01322_2.X,
http://www.wikidata.org/entity/Q109417547,Invocation and Assent: The Making and Remaking of Trinitarian Theology – By Jason E. Vickers,10.1111/J.1748-0922.2009.01381_61.X,
http://www.wikidata.org/entity/Q109417548,“The Passage from Mind to Heart is so Long …”: The Riddle of “Repetition” and Kierkegaard's Ontology of Agency,10.1111/MOTH.12114,
http://www.wikidata.org/entity/Q109417550,"Improvising the Paradigms: Aquinas, Creation and the Eternal Ideas as Anti-Platonic Ontology",10.1111/MOTH.12281,
http://www.wikidata.org/entity/Q109417551,Chinese Megachurch Persecution: Application of an Indigenous Resource Framework,10.11114/IJSSS.V1I1.12,
